sponsor_type,enrollment
Other,88
Industry,55
Other,2006
NIH,44
Industry,116
Industry,921
Industry,59
NIH,106
Industry,37
Industry,30
Industry,39
Other,13
Industry,24
Industry,123
Industry,175
Industry,70
Other,168
Other,39
Other,86
Other,75
Other,372
NIH,43
Industry,262
NIH,56
Industry,61
Industry,50
Industry,39
Industry,62
Other,92
Other,24
Industry,30
Other,74
Industry,61
Industry,30
Other,95
Industry,122
Industry,140
Other,5
Industry,90
Industry,159
Industry,151
Industry,994
Other,71
Industry,362
Industry,1164
Other,59
Industry,85
Industry,333
Industry,65
Industry,206
Industry,192
Industry,13
NIH,160
Other,93
Industry,497
Industry,341
Other,17
Industry,289
NIH,217
Industry,673
Other,10
Other,27
Other,5
Other,208
NIH,1432
Other,537
Other,17
Industry,135
Other,296
Other,84
NIH,41
Other,122
Industry,137
Other,8
Industry,18
Industry,190
Other,8
Industry,249
Industry,20
NIH,536
Other,43
Industry,210
Industry,84
Industry,315
Other,48
Other,5
Other,174
NIH,417
Industry,14
Industry,419
Industry,248
Industry,13
Other,126
Industry,71
Industry,445
Other,25
Industry,210
NIH,28
Industry,9
Other,57
NIH,54
Other,78
Other,43
Industry,17
Industry,46
Industry,276
Industry,220
Industry,71
Other,32
Industry,237
Industry,462
Other,145
Other,55
Other,640
Industry,172
Other,81
Other,388
Industry,1802
Industry,450
NIH,111
Industry,151
Industry,529
Other,17
Other,109
Other,117
Industry,64
Other,9
Industry,194
Industry,86
Other,268
Industry,114
Other,9
Industry,411
Other,47
Industry,37
Other,191
Industry,104
Other,410
Industry,63
Other,134
Industry,149
Industry,200
Other,18
Industry,5
Industry,322
Industry,47
Industry,74
Other,42
Industry,126
Other,54
Other,46
Industry,109
Other,30
Industry,64
Industry,36
Industry,178
Other,13
Industry,48
Industry,112
Industry,776
Industry,17
Industry,58
Industry,244
Other,257
Other,33
Other,33
Industry,111
Other,53
Industry,81
Industry,529
Other,46
Industry,50
Industry,129
Industry,75
Industry,119
Industry,95
Industry,205
Industry,113
Industry,50
Industry,1080
Industry,482
Other,10
Other,43
Other,28
Industry,185
Industry,117
Industry,5
Other,84
Industry,182
Industry,180
Other,17
Industry,11
NIH,70
Other,16
Industry,34
Industry,15
Industry,249
Industry,51
Industry,161
Industry,67
Industry,45
Industry,49
Industry,62
Other,84
NIH,52
Industry,38
Other,36
Industry,9
Other,226
Other,9
Other,19
Industry,309
Industry,69
NIH,8
Other,14
Other,39
Industry,186
Industry,148
Industry,72
Industry,188
Industry,55
Other,37
Industry,654
Industry,37
Industry,74
Other,16
Other,450
Industry,143
Other,18
Industry,760
Other,94
Industry,5
Other,22
Industry,152
NIH,103
Other,311
NIH,22
Other,5
Other,58
Industry,76
Other,38
Industry,143
Other,126
Other,5
Industry,76
Industry,9
Other,42
Industry,248
Industry,343
Other,20
Other,144
Other,118
Other,108
NIH,30
Other,9
Other,408
Industry,731
Industry,148
Industry,72
Other,5
Industry,20
Other,58
Industry,28
Other,38
Industry,179
NIH,5
NIH,6
NIH,5
Industry,100
Industry,51
Other,114
Industry,259
Industry,197
Industry,115
Other,31
Industry,80
NIH,241
Other,58
Industry,15
Other,35
Other,258
Other,59
Industry,87
NIH,64
Other,56
Other,428
Industry,273
Industry,27
Other,53
Industry,451
Industry,60
Other,51
Industry,1443
NIH,119
Industry,92
Industry,345
Other,14
Industry,151
Industry,79
Other,109
Industry,88
NIH,83
Other,280
Industry,98
Industry,47
Other,99
Other,203
NIH,191
Industry,268
Industry,27
Other,68
Other,279
Other,35
Industry,56
Other,10
Other,79
Industry,173
Other,38
Industry,89
Other,42
Other,20
Other,169
Industry,62
Industry,113
Other,124
Industry,273
Other,47
Industry,59
Industry,73
Industry,111
Industry,144
Other,149
Other,109
Other,24
Other,77
Other,50
Industry,89
Other,38
Industry,56
Other,59
Industry,331
Other,12
Industry,37
Industry,18
Industry,1216
Other,61
Other,47
Industry,80
Other,83
Other,139
Industry,43
Industry,300
Other,15
Other,71
Industry,36
Industry,572
Industry,225
Industry,111
Other,62
Industry,43
Industry,153
Industry,13
Industry,133
Other,38
Industry,199
Other,62
NIH,38
Other,12
Industry,166
Other,123
Other,43
Industry,12
Industry,164
Industry,688
Industry,119
Other,5
Industry,19
Other,5
Industry,135
NIH,5
Industry,41
Industry,230
Industry,25
Other,27
Industry,104
Industry,327
Other,31
Other,18
Industry,64
Industry,106
Industry,93
Industry,568
Industry,163
Industry,428
Industry,55
Other,19
Other,52
Industry,56
Other,5
Other,10
Other,15
Industry,47
Other,41
Other,83
Industry,55
Other,253
Other,124
Industry,27
Other,12
Other,70
Other,104
Other,25
Other,19
Other,59
Other,8
Industry,24
Other,51
Industry,176
Other,207
Industry,54
Industry,35
Industry,147
Other,14
Industry,69
Industry,15
Industry,279
Industry,25
Industry,42
NIH,1008
Industry,130
Industry,61
Other,65
NIH,32
Industry,45
Industry,74
NIH,74
Other,188
Industry,442
Industry,36
Industry,264
Industry,190
Industry,81
Industry,104
Industry,48
Industry,125
Other,116
Industry,76
Industry,18
Industry,20
Other,47
Other,133
Other,19
Industry,58
Industry,17
Other,80
Other,45
Industry,576
Industry,57
Other,5
Other,52
Other,43
NIH,283
Industry,179
Industry,66
Other,99
Industry,195
Industry,85
NIH,220
Other,131
Industry,182
Other,551
NIH,60
Industry,185
Industry,234
Other,17
Other,24
Industry,346
Other,136
Industry,50
Other,105
Industry,170
Industry,567
Industry,105
Other,21
Other,13
Industry,42
Industry,23
Industry,169
Industry,206
NIH,1910
Other,16
Other,35
Industry,81
Other,147
NIH,46
Industry,62
Industry,20
Other,8
Industry,116
Industry,57
Other,129
Industry,12
Industry,160
Industry,86
Industry,15
Industry,48
Other,15
Industry,280
Industry,239
Other,337
Industry,90
Other,28
Other,152
Other,85
Other,56
Industry,56
Other,140
Other,65
Other,21
Other,264
Industry,108
Industry,752
Industry,413
Other,164
Industry,170
Industry,128
Industry,80
Other,64
NIH,396
Other,18
Industry,98
Industry,49
Industry,12
Industry,44
Industry,243
Other,47
Industry,61
Industry,249
Other,229
Industry,25
Industry,46
Other,42
Industry,194
Other,286
Other,470
Industry,102
Industry,20
Industry,132
Other,66
Industry,37
Industry,79
Industry,133
Industry,7
Industry,118
Other,593
Other,14
Other,15
Industry,24
Industry,179
Industry,42
Other,165
Other,29
Industry,66
Other,16
Other,724
Industry,114
Industry,246
Industry,14
Industry,214
Industry,44
Industry,226
Other,17
NIH,77
Other,140
Industry,59
Industry,34
Industry,304
Industry,118
Industry,108
Industry,127
Other,103
Industry,393
Industry,119
Industry,94
Industry,372
Industry,23
Industry,105
Industry,116
Other,17
Other,71
Industry,84
Industry,106
Other,426
Industry,53
Other,42
NIH,85
Other,26
Industry,210
Industry,201
Other,28
Other,30
Other,76
Industry,425
Other,33
Industry,194
Other,20
Other,22
Other,21
NIH,157
Industry,126
Industry,41
Other,56
Industry,46
Industry,55
Other,13
Industry,252
Industry,89
Other,230
Other,305
Other,138
Industry,36
Industry,40
Other,141
Industry,37
Other,381
Other,5
Industry,465
Industry,166
Industry,490
Industry,70
Industry,49
Other,10
Other,45
Industry,42
Industry,23
Industry,358
Other,59
Industry,69
Other,242
Industry,868
Industry,40
Industry,106
Industry,236
Industry,356
Industry,699
Other,5
Industry,144
Industry,178
NIH,67
NIH,389
Industry,650
Other,57
Other,40
Industry,112
Other,59
Other,6
Industry,234
Other,51
Industry,101
Other,93
Other,8
Industry,16
Industry,282
Industry,26
Industry,530
Other,10
NIH,100
Industry,45
Industry,99
Other,26
Industry,286
Other,178
Industry,200
Industry,132
Other,23
Other,261
Other,713
Other,76
Industry,46
Industry,93
Industry,16
Industry,142
Industry,7
Other,65
Industry,19
Industry,771
Industry,237
Other,388
Other,111
Industry,556
Industry,30
Industry,30
Other,101
Other,304
Industry,40
Industry,128
Industry,16
Industry,55
Other,132
Other,520
Other,5
Other,18
Industry,278
Industry,22
Industry,287
Other,5
Industry,45
Industry,67
Other,30
Industry,79
Industry,186
Industry,132
Industry,7
Industry,124
Other,81
Other,25
Industry,91
Industry,36
Industry,420
Other,58
NIH,5
Industry,142
Industry,489
Other,49
Industry,986
Industry,234
Industry,61
Industry,68
Industry,36
Industry,106
Industry,35
Industry,45
Industry,80
Industry,413
Industry,547
Other,18
Other,22
Industry,471
Other,107
Other,8
Other,100
Industry,76
Industry,134
Industry,64
Industry,143
Industry,21
Industry,374
NIH,165
Industry,104
Other,18
Other,239
Industry,42
Industry,8
Industry,79
Other,163
Industry,54
Industry,61
Industry,350
Other,15
Other,380
Industry,364
Other,20
Other,22
Industry,8
Other,642
NIH,25
Other,129
Industry,24
Industry,59
Industry,258
Other,37
Other,260
Other,39
Industry,501
Other,102
Industry,473
Industry,472
Other,150
Industry,93
Other,806
Other,160
Industry,118
Other,5
Industry,5
Industry,89
Other,83
Industry,435
Industry,70
Industry,34
Other,88
Other,33
NIH,124
Industry,15
Industry,43
Other,35
Other,76
Industry,100
Other,314
Industry,56
Industry,48
Other,72
NIH,440
Other,218
Industry,196
Industry,76
Industry,105
Other,87
Other,29
Industry,1216
Other,7
Industry,24
Other,20
Industry,173
Industry,20
Industry,318
Other,56
Industry,120
Industry,86
Industry,189
Industry,62
Industry,107
NIH,57
Other,110
Industry,40
Other,61
NIH,102
Industry,183
Industry,115
NIH,265
Industry,8
Other,16
Other,96
Industry,2496
Industry,175
Industry,13
Other,9
Industry,34
Other,16
Industry,961
Other,25
Industry,445
Other,20
Other,28
Industry,80
Other,10
NIH,897
NIH,1641
Industry,90
Other,50
Other,1046
Other,11
Industry,16
Industry,896
Industry,109
Industry,67
Industry,460
Other,11
Industry,110
Other,18
Other,86
Industry,79
Industry,25
Other,202
Industry,33
Industry,56
NIH,28
NIH,9
Industry,209
NIH,212
Other,116
Industry,83
Industry,366
Industry,95
Industry,34
Industry,202
Industry,101
Industry,17
Other,168
Industry,227
Other,170
Other,80
Other,50
Other,11
NIH,8
Other,60
Other,23
NIH,211
Industry,117
Other,109
Industry,140
Other,171
Other,11
Industry,57
Other,63
Other,116
Industry,377
Industry,78
Other,244
Industry,285
Other,8
Other,148
Industry,6
Industry,57
Industry,68
Other,20
Other,7
Industry,46
Industry,433
Industry,140
Industry,94
Industry,19
Industry,151
Industry,957
Industry,11
NIH,510
Industry,58
Other,139
Industry,98
Industry,39
Other,29
Industry,28
NIH,324
Other,130
Other,127
Other,42
Industry,61
Industry,255
Other,1730
Industry,306
Other,436
Other,7
Industry,79
Industry,28
Other,48
Industry,698
Industry,309
Industry,120
Other,283
Other,46
Other,112
Industry,117
Other,43
Industry,52
Other,93
Other,24
Other,42
Other,124
Industry,635
Industry,129
Industry,9
Industry,320
Other,17
Other,268
Industry,21
Other,41
Other,30
Industry,204
Industry,38
Industry,466
Industry,50
NIH,157
Other,186
Industry,1178
Other,24
Industry,33
Other,22
Industry,135
Industry,265
Industry,21
Industry,1139
Other,36
Other,8
Industry,90
Other,29
Industry,39
NIH,133
Industry,196
Other,58
Industry,27
Industry,257
Other,609
Other,222
Other,41
Industry,189
Other,93
Other,140
Industry,188
Industry,237
Industry,89
Other,91
Industry,31
Industry,128
Industry,53
Industry,486
NIH,15
NIH,366
Industry,17
Other,90
Industry,87
Industry,145
Industry,302
Industry,54
Other,68
Other,1551
Industry,174
Other,86
Other,5
Other,328
Industry,563
Industry,314
Other,27
Industry,79
NIH,92
Industry,79
Industry,60
Other,75
Industry,59
Industry,159
NIH,1032
Industry,24
Other,85
Industry,16
Industry,20
Industry,58
Other,655
Industry,137
Industry,19
Industry,29
Industry,171
Other,51
Other,495
Other,237
Other,166
Industry,296
Industry,77
Other,11
Industry,1964
Industry,211
Industry,21
Industry,65
Other,65
Other,20
Other,41
Industry,426
Industry,59
Industry,83
Other,19
Industry,231
Industry,196
Other,39
Industry,489
Other,7
Industry,26
Other,693
Other,8
Other,65
Industry,39
Industry,19
Industry,155
Industry,286
Other,24
Industry,67
Industry,34
Other,2108
Other,21
Industry,46
Other,93
Other,13
Other,208
Industry,5
Industry,76
Industry,12
NIH,1168
Other,11
Industry,13
Industry,56
Industry,27
Other,29
Industry,20
Industry,50
Other,67
Other,5
Industry,78
Industry,1605
Industry,281
Other,10
Industry,371
Other,40
Industry,60
Other,31
Other,32
Industry,171
Industry,75
Industry,382
Industry,255
Other,5
Industry,15
Industry,54
Industry,136
Industry,114
Industry,68
NIH,112
Industry,182
Industry,21
NIH,15
Other,239
Other,193
Other,507
Other,8
Industry,102
Industry,178
Other,189
Industry,141
Industry,5
Industry,1093
Other,198
Other,16
Other,180
Other,13
Industry,31
Industry,23
Industry,110
Industry,11
Other,21
Other,39
Other,10
Industry,37
Industry,40
Other,51
Industry,47
Industry,19
Other,63
Other,222
Industry,1097
NIH,81
Other,30
Other,61
Other,5
Other,35
NIH,121
Industry,84
Other,24
Industry,129
Industry,320
NIH,544
Other,225
Industry,25
Industry,564
Industry,106
Other,85
Other,178
Industry,402
Industry,22
Industry,854
Industry,448
Other,10
Industry,86
Other,81
Industry,26
Other,100
Industry,148
Other,40
Industry,61
Other,57
Industry,61
Industry,350
Other,83
Industry,61
Industry,109
Industry,69
Industry,181
Other,202
Other,32
Industry,132
Other,50
Industry,53
Other,227
Industry,61
Other,55
Other,741
Industry,22
Industry,85
Other,284
Industry,82
Other,65
Other,77
Industry,106
Other,51
Other,436
Industry,44
Other,142
Industry,41
Other,122
Other,14
NIH,5
Other,79
Industry,119
Other,8
Other,42
Other,61
Other,61
Other,113
Other,21
Industry,33
Industry,470
Industry,79
Industry,85
NIH,13
Other,5
Industry,73
Other,23
Industry,61
Other,256
Industry,100
Other,202
Industry,115
Industry,447
Industry,49
Other,39
Other,163
Industry,70
Industry,54
Other,46
Industry,217
Industry,65
Industry,551
Other,102
Industry,1023
Other,118
Industry,8
Industry,218
Other,10
NIH,545
Industry,233
Industry,56
Industry,84
NIH,17
Other,70
NIH,7
Industry,80
Other,232
Industry,405
Industry,97
Industry,143
Industry,112
Industry,56
Other,177
Industry,7
Industry,68
Industry,220
Other,77
Industry,345
Industry,107
Other,116
Other,55
Other,218
Industry,124
Industry,77
Industry,195
Industry,396
Industry,45
Industry,627
Industry,37
Industry,260
Industry,27
Other,48
Other,41
Industry,296
Industry,53
Other,42
Industry,94
Other,64
Other,13
Industry,45
Other,7
Other,16
Industry,43
NIH,1185
Industry,75
Industry,131
Other,134
Industry,122
Industry,85
Industry,168
Industry,229
Industry,231
Industry,237
Industry,144
Industry,1219
Other,36
Other,182
Industry,191
NIH,15
Industry,27
Other,116
Industry,70
Other,87
Other,694
NIH,56
Industry,176
Other,104
Industry,47
NIH,314
Industry,57
NIH,17
Industry,93
Other,120
Industry,313
Other,78
NIH,26
Industry,11
Industry,25
Other,5
Other,49
Industry,61
Industry,1062
Industry,112
Industry,181
Industry,529
Industry,373
Other,82
Industry,17
Industry,249
NIH,5
Other,38
Other,315
Industry,94
Other,198
Industry,153
Industry,438
Industry,113
Industry,73
Other,59
Other,37
Other,99
Other,89
Industry,495
Industry,43
Industry,21
Industry,10
Industry,43
Industry,88
Other,73
Other,21
Industry,154
Industry,108
Other,53
Other,81
Industry,666
Industry,69
Industry,143
Industry,311
Other,371
Industry,705
Other,5
Industry,41
Industry,182
Industry,162
Other,288
Other,96
Industry,250
Other,22
Industry,73
Other,76
Other,73
Other,119
Industry,170
Other,67
Other,75
Other,180
Other,65
Industry,19
Industry,237
Industry,62
Other,87
Other,53
Other,5
Other,94
Industry,31
Other,5
Industry,203
Other,82
Other,12
NIH,39
Industry,116
Industry,11
Other,24
Industry,151
Industry,19
Other,34
NIH,110
Industry,268
Industry,179
Industry,12
Industry,207
Industry,77
Other,73
Other,23
Industry,17
NIH,58
Other,50
Other,40
Other,15
Industry,172
NIH,36
Industry,20
Industry,46
Industry,37
Other,43
Other,35
Industry,52
Industry,50
Industry,159
Other,84
NIH,48
Industry,900
Industry,71
Industry,155
Other,206
Industry,31
Industry,60
Other,41
Industry,142
Other,32
Industry,24
Industry,382
Other,474
Industry,91
Other,38
Industry,147
Other,68
Industry,189
Industry,145
Industry,83
Industry,36
Industry,177
Industry,60
Other,9
Industry,14
NIH,56
Industry,51
Other,32
Industry,23
Other,47
Other,5
Industry,75
Other,64
NIH,94
Other,14
Industry,36
Industry,33
Other,40
Industry,432
Industry,121
NIH,48
Other,83
Industry,64
Other,22
Other,83
Industry,31
Other,106
Other,5
Industry,316
Other,40
Other,23
Other,44
Industry,28
Other,122
Industry,145
Other,127
Industry,82
Other,124
Other,58
Other,26
Industry,59
Other,17
Industry,83
Other,14
Industry,110
Industry,448
Other,1754
Other,168
Other,179
Industry,28
Other,436
Industry,45
Industry,79
Industry,89
Industry,67
Other,5
Industry,36
Other,101
NIH,332
Industry,85
Industry,824
Other,19
Industry,412
Other,16
Other,42
Industry,11
Industry,38
Industry,160
Other,189
Industry,45
Industry,39
Industry,270
Industry,63
NIH,14
Industry,170
NIH,166
Other,10
Industry,182
Other,29
Industry,50
Industry,94
NIH,433
Other,294
Industry,118
Other,181
Industry,198
Industry,505
Other,100
NIH,152
Industry,41
Other,25
Other,167
Other,29
Industry,108
Industry,23
Industry,416
Industry,41
Industry,19
NIH,99
Industry,501
Other,61
Industry,50
Industry,135
NIH,52
Other,44
Industry,43
Industry,36
Industry,247
Other,76
Industry,62
Industry,40
Other,23
Industry,12
Other,403
Other,15
Other,75
Industry,855
Other,10
Other,83
Industry,104
Other,201
Other,9
Other,223
Industry,102
Other,173
Industry,241
Industry,5
Industry,90
Industry,44
Other,27
Industry,122
Industry,27
Industry,295
Other,5
Other,32
Industry,27
Industry,56
Other,7
Other,9
Other,163
Other,77
Other,11
Other,86
Industry,98
Other,20
Industry,350
Other,15
Industry,59
Industry,272
Industry,233
Industry,57
Industry,126
NIH,15
Other,9
Industry,54
Other,62
Other,68
Industry,174
Industry,348
Other,12
Industry,251
Other,33
Other,52
Other,210
Other,24
Industry,151
Industry,28
Industry,46
Industry,50
Other,27
NIH,790
Other,52
Industry,77
Other,72
Industry,343
Industry,273
Industry,184
NIH,44
Other,63
Industry,1120
Other,232
Industry,48
NIH,7
Industry,176
NIH,52
Other,99
NIH,122
Industry,157
Other,50
Other,36
Industry,806
Other,41
Industry,45
Industry,59
Industry,62
Industry,10
Industry,48
Industry,441
Industry,85
Industry,56
Other,35
Other,99
Industry,183
Industry,848
Industry,115
Other,56
Other,23
Other,71
Industry,36
NIH,11
Other,168
Other,135
Industry,71
Industry,94
Industry,51
Industry,25
Industry,1459
Other,186
NIH,527
Industry,76
Industry,85
Other,480
Other,266
Other,91
Industry,30
Other,42
Other,12
Industry,77
Other,14
Industry,88
Other,229
Other,96
NIH,5
Industry,49
Other,107
Industry,45
Industry,411
Industry,107
Industry,399
NIH,208
Other,35
Other,47
Industry,63
Industry,84
Industry,54
Industry,110
Other,11
Industry,15
Industry,317
Other,101
Other,54
Industry,14
Industry,22
NIH,60
Other,33
Other,67
Industry,22
Industry,58
Other,24
Other,54
Industry,49
Other,28
Other,27
NIH,636
Industry,69
Industry,1059
Industry,96
Other,73
Industry,95
Industry,100
Other,41
Other,38
Industry,178
NIH,6
Other,23
Industry,123
Industry,22
Other,461
Industry,64
Other,5
Other,92
Industry,145
Industry,125
Industry,86
Other,127
Industry,59
Other,8
Industry,80
Industry,35
NIH,84
Industry,38
Industry,99
Industry,40
Industry,281
Industry,26
Industry,17
Industry,35
Other,30
Industry,99
Industry,20
Industry,12
Industry,146
Industry,38
Industry,97
Industry,217
Industry,74
Industry,44
Industry,119
NIH,89
Other,651
Industry,151
Other,36
Industry,382
Industry,34
Industry,51
Industry,738
Industry,17
Other,5
Other,16
Industry,160
NIH,140
Industry,43
Other,32
Industry,79
Industry,112
Industry,113
Industry,97
NIH,7
Industry,78
Other,10
Industry,104
Other,14
Industry,33
Industry,29
Industry,60
Other,40
Industry,9
Industry,112
Industry,91
NIH,330
Other,329
Industry,1687
Other,133
Other,50
Industry,127
Industry,39
Industry,100
Other,7
Industry,186
NIH,121
Other,539
Industry,284
Industry,16
Industry,65
Other,47
Other,31
Other,63
Industry,359
Industry,126
Other,104
Industry,73
Industry,55
Other,232
NIH,60
Industry,222
Industry,26
Other,26
Industry,371
Industry,1408
Other,458
Industry,5
NIH,18
Other,52
Industry,236
Industry,64
Other,41
Industry,720
Industry,115
Other,567
Industry,133
Industry,232
Industry,151
Other,24
Industry,767
Other,154
Other,170
NIH,5
Other,28
Industry,32
Other,24
NIH,5
Industry,206
Industry,38
Other,46
Other,167
NIH,8
NIH,26
Other,46
Industry,126
Other,73
Industry,197
NIH,16
Industry,400
NIH,14
Industry,1009
Other,35
Industry,25
Other,20
Industry,278
Other,15
Other,264
Other,494
Other,50
Industry,28
Other,14
Industry,39
Other,55
Other,9
Industry,350
Industry,273
Industry,84
Industry,300
Industry,7
Other,27
Other,7
Industry,103
Other,55
NIH,35
Other,118
Industry,164
Other,11
Other,15
Other,69
Industry,54
Industry,28
Industry,90
Industry,153
Industry,185
Industry,170
Industry,373
Industry,226
Industry,15
NIH,8
Other,60
Other,9
Other,67
Other,46
Other,83
Industry,72
Industry,153
Other,45
Other,42
Industry,98
Industry,205
Other,473
Industry,88
Other,15
NIH,86
Other,5
Other,42
Other,19
Industry,63
Industry,47
Industry,53
Industry,338
Industry,59
Other,112
Other,25
Industry,278
Industry,14
Industry,576
Other,43
Other,30
Industry,435
Other,183
Industry,23
Other,58
Other,79
Other,5
Other,7
NIH,139
Other,11
Other,13
Industry,32
Industry,118
Other,85
Industry,34
Industry,90
Industry,1101
NIH,118
Industry,55
Industry,126
Other,49
Industry,83
Other,70
Other,15
NIH,9
Industry,154
Industry,156
Industry,25
Industry,92
Other,53
Industry,2056
Other,31
Other,168
NIH,391
Industry,87
Industry,15
Other,90
Industry,66
Industry,24
Industry,74
NIH,20
Other,408
Industry,13
Other,312
Industry,64
Other,180
Other,13
NIH,67
Other,408
Industry,84
Industry,36
Industry,108
Other,78
Industry,10
Industry,261
Industry,137
Industry,26
Industry,22
Industry,280
Other,138
Other,36
Other,5
Industry,82
Industry,32
Other,53
Industry,52
Other,20
Other,26
Industry,107
Industry,58
Industry,154
Other,35
Industry,42
Other,137
Other,37
Industry,31
Industry,20
Industry,125
Industry,291
Industry,18
Industry,29
Industry,7
Other,75
Other,44
Industry,76
NIH,20
Industry,56
Industry,123
Other,56
Industry,128
Other,22
Industry,829
Industry,81
Other,38
Other,94
NIH,87
Industry,168
Other,8
Industry,317
Industry,47
Industry,215
NIH,51
Industry,145
Industry,196
Other,97
NIH,7
Industry,87
Industry,43
Other,72
Industry,89
NIH,53
Other,17
Other,12
Industry,28
Industry,61
Other,904
Industry,280
Industry,720
Industry,46
Other,182
Industry,61
Other,95
Industry,101
Other,24
Industry,22
Industry,217
Other,199
Industry,241
Other,600
Industry,28
Industry,12
Other,88
Other,111
Other,33
Industry,25
Industry,239
Other,260
Industry,336
Other,17
Industry,10
Industry,380
Other,567
Industry,262
Other,52
Industry,22
Other,14
Industry,58
Other,31
Industry,74
Industry,132
Industry,113
Other,107
Industry,60
Industry,25
Industry,393
Industry,78
Industry,848
Industry,19
Industry,622
Other,136
Other,33
Industry,160
Industry,302
NIH,16
Industry,90
Industry,20
Other,10
Industry,41
Other,289
Industry,163
NIH,126
Industry,149
NIH,68
Other,12
Other,36
Industry,39
Industry,111
Other,53
Industry,43
Other,38
Other,33
Industry,59
Industry,1960
Industry,66
Other,81
Other,142
Industry,359
Other,43
Other,71
Industry,73
Industry,128
Industry,95
Industry,1016
Other,27
NIH,23
Industry,93
Industry,77
Other,240
Other,197
Industry,86
Industry,934
Industry,140
Other,28
Industry,6
Industry,101
Other,42
Industry,5
Industry,206
Other,229
Industry,23
Industry,42
Industry,84
Industry,94
Other,133
Industry,245
Other,15
Industry,105
Industry,88
Industry,15
Other,94
Industry,101
Other,30
Industry,171
Other,124
Industry,11
Industry,65
Other,92
Other,162
NIH,47
Other,277
Industry,7
Other,89
Industry,246
Other,74
Other,891
Industry,84
Industry,166
Other,22
Other,41
Industry,34
Industry,205
Industry,154
Other,51
Industry,52
NIH,364
Other,26
Industry,152
Industry,11
Other,162
Other,75
NIH,207
Industry,155
Industry,26
Other,80
Industry,80
NIH,391
Industry,29
Industry,52
Other,52
Other,56
NIH,33
Other,169
Industry,53
Industry,63
Industry,93
Industry,32
Other,38
Industry,241
Industry,14
Other,60
Industry,431
Other,73
Industry,168
Industry,46
Industry,77
Industry,33
Other,76
Other,107
Industry,27
Industry,138
Industry,70
Other,15
Industry,107
Industry,14
Other,106
Other,308
Industry,129
Other,116
Other,41
Industry,46
Industry,25
Other,21
Industry,207
Other,5
Other,165
Industry,94
Other,21
Other,38
Other,185
Other,16
Other,47
Industry,61
Other,5
Other,14
Other,16
Industry,323
Industry,71
Industry,126
Other,5
Industry,33
Other,33
Industry,13
Other,183
Other,57
Other,142
Other,21
Other,15
Other,58
Other,35
Other,47
Industry,308
Other,78
Industry,447
Industry,160
Industry,31
Other,111
Industry,71
Industry,2282
Industry,11
Other,32
Industry,62
Other,5
Other,15
Industry,16
Industry,153
Industry,32
Other,90
Industry,380
Industry,39
Other,154
Other,15
Other,51
Industry,159
Industry,268
Other,26
Industry,431
Industry,108
Other,32
Industry,859
Industry,136
Other,69
Other,61
Industry,5
Industry,68
Industry,24
Industry,104
Industry,16
Industry,124
Other,25
Other,103
Other,38
Other,264
Other,57
Other,19
Other,11
NIH,9
Industry,78
Industry,37
Other,174
Industry,87
Other,14
Industry,82
Industry,111
NIH,52
Industry,336
Industry,63
Other,27
Industry,50
Industry,176
Other,5
Industry,56
NIH,76
Other,423
Other,29
Industry,374
Industry,39
Other,51
Industry,188
Industry,38
Industry,770
Industry,683
Other,57
Other,284
Other,21
Other,168
Industry,106
Industry,237
Industry,135
Industry,39
Industry,63
Industry,50
Industry,1127
Other,90
Other,52
Industry,355
Industry,33
NIH,488
Industry,87
Industry,66
Industry,49
Industry,422
Other,26
Other,32
Other,100
Industry,195
Industry,51
Industry,71
Industry,298
Industry,31
Other,46
Industry,84
Industry,1247
Other,68
Other,89
Industry,304
Industry,7
Industry,34
Industry,25
Industry,17
Industry,145
Industry,48
NIH,72
Industry,39
Other,134
Industry,255
Industry,319
Industry,13
Other,41
Other,85
Industry,906
Industry,28
Other,432
Industry,73
Other,63
NIH,80
Other,15
Industry,40
Other,30
Other,686
Other,21
Industry,24
Industry,40
NIH,159
Industry,2575
Other,27
Other,101
Other,761
NIH,65
Other,369
Other,54
Other,53
Other,60
Industry,143
Other,143
Industry,179
Industry,26
Other,73
Other,10
Other,196
Industry,144
Industry,13
Industry,56
Other,1149
Industry,102
Industry,136
Other,105
Industry,124
Other,35
Other,85
Other,102
Industry,333
Industry,139
Other,23
Other,701
Other,22
Other,15
Industry,30
Industry,65
Industry,63
Other,33
Other,17
Industry,114
Industry,41
Industry,12
Industry,237
Industry,40
Industry,222
Industry,178
Industry,19
Industry,323
Industry,96
Other,78
Industry,374
Industry,140
Industry,118
Industry,45
Other,18
Industry,72
Other,105
Other,558
Industry,63
Other,15
Industry,17
Industry,22
Industry,154
Industry,62
Industry,139
Industry,112
Industry,177
Industry,264
Industry,70
Other,347
Industry,106
Industry,1343
Industry,666
Other,144
Other,30
NIH,29
NIH,40
Other,131
Industry,419
Industry,30
Industry,121
Industry,45
Other,42
Industry,193
Industry,24
Other,85
Other,100
Industry,56
Industry,314
Industry,181
Other,639
Other,5
Industry,175
Other,283
Industry,823
Industry,11
Other,255
Industry,35
Industry,110
Other,27
Other,584
Other,102
Other,60
NIH,5
Industry,14
Other,20
Other,114
Other,85
Industry,23
Industry,75
Industry,46
Other,123
Industry,19
Industry,59
Other,80
Industry,638
Industry,32
Industry,376
Industry,145
Industry,231
Other,51
Industry,74
Industry,39
Other,126
NIH,5
