group,duration_days
Completed,930.0
Completed,439.0
Completed,1346.0
Completed,414.0
Completed,1130.0
Completed,757.0
Completed,949.0
Terminated/Withdrawn,285.0
Terminated/Withdrawn,291.0
Completed,605.0
Terminated/Withdrawn,536.0
Terminated/Withdrawn,357.0
Completed,589.0
Completed,637.0
Completed,734.0
Completed,645.0
Completed,891.0
Terminated/Withdrawn,517.0
Completed,258.0
Completed,980.0
Completed,1178.0
Completed,804.0
Completed,968.0
Completed,664.0
Terminated/Withdrawn,609.0
Terminated/Withdrawn,493.0
Completed,843.0
Completed,703.0
Completed,229.0
Terminated/Withdrawn,324.0
Completed,668.0
Completed,865.0
Completed,757.0
Completed,1124.0
Terminated/Withdrawn,436.0
Terminated/Withdrawn,387.0
Completed,1384.0
Completed,221.0
Completed,986.0
Terminated/Withdrawn,563.0
Completed,652.0
Terminated/Withdrawn,332.0
Completed,475.0
Completed,483.0
Terminated/Withdrawn,488.0
Completed,1015.0
Completed,568.0
Completed,762.0
Completed,955.0
Completed,517.0
Completed,219.0
Terminated/Withdrawn,758.0
Completed,932.0
Completed,365.0
Completed,411.0
Completed,514.0
Completed,961.0
Completed,171.0
Completed,1601.0
Completed,654.0
Completed,839.0
Completed,1001.0
Completed,740.0
Terminated/Withdrawn,324.0
Completed,754.0
Terminated/Withdrawn,479.0
Terminated/Withdrawn,341.0
Completed,496.0
Completed,1424.0
Completed,656.0
Completed,575.0
Completed,1366.0
Completed,1295.0
Completed,596.0
Completed,689.0
Completed,1019.0
Completed,546.0
Completed,794.0
Completed,1076.0
Completed,802.0
Completed,928.0
Terminated/Withdrawn,480.0
Completed,836.0
Completed,1014.0
Completed,686.0
Completed,1245.0
Completed,572.0
Completed,1072.0
Terminated/Withdrawn,290.0
Completed,1522.0
Completed,610.0
Completed,654.0
Completed,785.0
Completed,1077.0
Terminated/Withdrawn,535.0
Completed,512.0
Completed,739.0
Completed,864.0
Completed,1045.0
Completed,851.0
Completed,68.0
Completed,532.0
Completed,537.0
Terminated/Withdrawn,436.0
Completed,750.0
Completed,1785.0
Completed,682.0
Completed,883.0
Completed,624.0
Terminated/Withdrawn,241.0
Completed,197.0
Completed,796.0
Completed,452.0
Completed,576.0
Completed,607.0
Terminated/Withdrawn,422.0
Completed,697.0
Completed,592.0
Completed,926.0
Completed,488.0
Completed,772.0
Completed,440.0
Completed,1178.0
Terminated/Withdrawn,297.0
Completed,714.0
Completed,483.0
Completed,610.0
Terminated/Withdrawn,225.0
Completed,828.0
Completed,837.0
Completed,682.0
Completed,351.0
Terminated/Withdrawn,426.0
Completed,641.0
Terminated/Withdrawn,434.0
Completed,857.0
Terminated/Withdrawn,340.0
Terminated/Withdrawn,479.0
Completed,417.0
Completed,1229.0
Terminated/Withdrawn,181.0
Completed,196.0
Completed,899.0
Terminated/Withdrawn,443.0
Completed,1225.0
Terminated/Withdrawn,473.0
Terminated/Withdrawn,173.0
Completed,791.0
Completed,569.0
Completed,770.0
Completed,502.0
Completed,447.0
Completed,1262.0
Completed,618.0
Completed,792.0
Completed,777.0
Completed,1470.0
Completed,886.0
Completed,1422.0
Terminated/Withdrawn,426.0
Terminated/Withdrawn,146.0
Completed,76.0
Completed,734.0
Completed,1681.0
Terminated/Withdrawn,391.0
Terminated/Withdrawn,255.0
Terminated/Withdrawn,468.0
Completed,36.0
Terminated/Withdrawn,382.0
Completed,880.0
Terminated/Withdrawn,274.0
Terminated/Withdrawn,474.0
Completed,1294.0
Terminated/Withdrawn,190.0
Completed,818.0
Completed,726.0
Completed,1163.0
Terminated/Withdrawn,391.0
Completed,1214.0
Completed,710.0
Completed,603.0
Terminated/Withdrawn,447.0
Completed,278.0
Completed,649.0
Completed,506.0
Completed,702.0
Completed,1326.0
Completed,717.0
Completed,922.0
Completed,1217.0
Terminated/Withdrawn,208.0
Completed,850.0
Completed,877.0
Completed,882.0
Completed,1206.0
Completed,737.0
Terminated/Withdrawn,277.0
Completed,530.0
Completed,922.0
Completed,925.0
Completed,832.0
Completed,740.0
Completed,770.0
Completed,612.0
Completed,1307.0
Completed,533.0
Terminated/Withdrawn,211.0
Completed,583.0
Completed,734.0
Completed,701.0
Completed,684.0
Terminated/Withdrawn,416.0
Completed,815.0
Completed,1038.0
Completed,1017.0
Completed,1066.0
Completed,880.0
Completed,715.0
Completed,649.0
Completed,804.0
Terminated/Withdrawn,188.0
Completed,945.0
Completed,781.0
Completed,1019.0
Terminated/Withdrawn,298.0
Completed,824.0
Completed,933.0
Completed,892.0
Completed,842.0
Completed,611.0
Completed,650.0
Completed,553.0
Terminated/Withdrawn,426.0
Terminated/Withdrawn,211.0
Completed,784.0
Completed,847.0
Completed,973.0
Completed,711.0
Completed,438.0
Completed,804.0
Completed,484.0
Completed,644.0
Terminated/Withdrawn,234.0
Terminated/Withdrawn,334.0
Terminated/Withdrawn,262.0
Terminated/Withdrawn,160.0
Terminated/Withdrawn,771.0
Terminated/Withdrawn,157.0
Completed,969.0
Completed,764.0
Completed,1091.0
Completed,1180.0
Completed,796.0
Completed,1121.0
Completed,764.0
Completed,1030.0
Terminated/Withdrawn,403.0
Completed,615.0
Completed,950.0
Terminated/Withdrawn,296.0
Completed,724.0
Completed,303.0
Terminated/Withdrawn,240.0
Completed,292.0
Completed,793.0
Completed,817.0
Completed,354.0
Completed,1161.0
Completed,595.0
Completed,585.0
Completed,1060.0
Completed,1223.0
Completed,681.0
Terminated/Withdrawn,535.0
Completed,1468.0
Completed,750.0
Completed,823.0
Completed,909.0
Completed,760.0
Completed,872.0
Terminated/Withdrawn,463.0
Terminated/Withdrawn,412.0
Completed,668.0
Completed,1187.0
Completed,929.0
Completed,703.0
Terminated/Withdrawn,297.0
Completed,799.0
Completed,129.0
Completed,903.0
Completed,1301.0
Completed,833.0
Terminated/Withdrawn,240.0
Terminated/Withdrawn,263.0
Completed,442.0
Completed,584.0
Completed,778.0
Terminated/Withdrawn,442.0
Completed,840.0
Completed,1442.0
Completed,651.0
Terminated/Withdrawn,244.0
Completed,905.0
Completed,580.0
Completed,1376.0
Completed,939.0
Completed,851.0
Completed,321.0
Completed,256.0
Completed,531.0
Completed,1367.0
Completed,537.0
Completed,769.0
Completed,452.0
Completed,295.0
Completed,1089.0
Completed,1027.0
Completed,867.0
Completed,992.0
Completed,591.0
Completed,556.0
Completed,1190.0
Completed,810.0
Completed,419.0
Completed,771.0
Completed,874.0
Completed,937.0
Completed,564.0
Completed,936.0
Completed,1380.0
Completed,1311.0
Completed,573.0
Completed,803.0
Terminated/Withdrawn,603.0
Terminated/Withdrawn,246.0
Completed,1025.0
Completed,862.0
Completed,255.0
Completed,888.0
Completed,789.0
Completed,1142.0
Completed,682.0
Terminated/Withdrawn,605.0
Terminated/Withdrawn,372.0
Completed,843.0
Completed,49.0
Completed,1130.0
Completed,931.0
Completed,691.0
Terminated/Withdrawn,225.0
Completed,1530.0
Terminated/Withdrawn,549.0
Terminated/Withdrawn,340.0
Completed,1254.0
Terminated/Withdrawn,331.0
Completed,923.0
Completed,590.0
Completed,760.0
Completed,1108.0
Completed,1002.0
Completed,178.0
Completed,1303.0
Terminated/Withdrawn,309.0
Completed,606.0
Completed,777.0
Completed,821.0
Completed,292.0
Terminated/Withdrawn,315.0
Completed,131.0
Completed,732.0
Terminated/Withdrawn,551.0
Completed,1225.0
Completed,1528.0
Completed,617.0
Completed,619.0
Completed,407.0
Completed,585.0
Completed,1114.0
Completed,754.0
Completed,1016.0
Completed,780.0
Terminated/Withdrawn,301.0
Completed,1158.0
Completed,840.0
Completed,670.0
Completed,960.0
Terminated/Withdrawn,228.0
Terminated/Withdrawn,254.0
Completed,676.0
Completed,66.0
Completed,1390.0
Completed,148.0
Completed,980.0
Completed,1180.0
Completed,808.0
Completed,549.0
Completed,903.0
Completed,682.0
Terminated/Withdrawn,624.0
Completed,315.0
Completed,938.0
Completed,499.0
Completed,545.0
Completed,1058.0
Terminated/Withdrawn,147.0
Completed,673.0
Terminated/Withdrawn,484.0
Completed,1957.0
Completed,696.0
Terminated/Withdrawn,531.0
Terminated/Withdrawn,222.0
Completed,282.0
Terminated/Withdrawn,518.0
Completed,875.0
Completed,700.0
Completed,705.0
Terminated/Withdrawn,168.0
Completed,1105.0
Terminated/Withdrawn,332.0
Completed,586.0
Completed,1597.0
Completed,686.0
Completed,905.0
Completed,657.0
Completed,1002.0
Completed,776.0
Terminated/Withdrawn,565.0
Completed,1624.0
Completed,223.0
Completed,1266.0
Completed,1035.0
Terminated/Withdrawn,477.0
Completed,816.0
Completed,509.0
Completed,684.0
Completed,642.0
Completed,284.0
Completed,778.0
Terminated/Withdrawn,209.0
Terminated/Withdrawn,556.0
Completed,595.0
Completed,890.0
Completed,965.0
Terminated/Withdrawn,562.0
Completed,836.0
Completed,540.0
Completed,635.0
Completed,18.0
Completed,263.0
Completed,655.0
Completed,716.0
Completed,1299.0
Completed,308.0
Terminated/Withdrawn,158.0
Completed,1181.0
Completed,534.0
Terminated/Withdrawn,192.0
Completed,365.0
Terminated/Withdrawn,222.0
Completed,579.0
Terminated/Withdrawn,405.0
Completed,1006.0
Completed,935.0
Completed,897.0
Terminated/Withdrawn,251.0
Terminated/Withdrawn,232.0
Terminated/Withdrawn,327.0
Completed,848.0
Terminated/Withdrawn,191.0
Completed,640.0
Completed,261.0
Completed,506.0
Terminated/Withdrawn,134.0
Completed,946.0
Completed,702.0
Completed,41.0
Completed,590.0
Completed,890.0
Completed,864.0
Completed,828.0
Completed,733.0
Completed,1265.0
Completed,850.0
Completed,220.0
Completed,818.0
Completed,584.0
Completed,886.0
Completed,843.0
Completed,740.0
Completed,1008.0
Completed,588.0
Terminated/Withdrawn,258.0
Completed,582.0
Terminated/Withdrawn,324.0
Completed,685.0
Completed,1046.0
Completed,433.0
Terminated/Withdrawn,225.0
Completed,1320.0
Terminated/Withdrawn,372.0
Terminated/Withdrawn,482.0
Completed,705.0
Completed,678.0
Completed,1017.0
Completed,828.0
Terminated/Withdrawn,565.0
Terminated/Withdrawn,425.0
Completed,590.0
Completed,820.0
Completed,594.0
Completed,951.0
Completed,785.0
Completed,1284.0
Completed,771.0
Completed,869.0
Completed,750.0
Completed,792.0
Terminated/Withdrawn,321.0
Completed,1279.0
Completed,1254.0
Completed,78.0
Terminated/Withdrawn,346.0
Completed,876.0
Terminated/Withdrawn,590.0
Completed,1187.0
Terminated/Withdrawn,226.0
Completed,1081.0
Completed,357.0
Completed,589.0
Completed,1490.0
Completed,863.0
Terminated/Withdrawn,286.0
Completed,564.0
Completed,539.0
Completed,1062.0
Completed,782.0
Terminated/Withdrawn,210.0
Completed,846.0
Terminated/Withdrawn,179.0
Completed,1086.0
Completed,1392.0
Terminated/Withdrawn,186.0
Completed,747.0
Completed,863.0
Terminated/Withdrawn,533.0
Completed,1826.0
Completed,597.0
Completed,1080.0
Completed,978.0
Completed,637.0
Terminated/Withdrawn,802.0
Terminated/Withdrawn,535.0
Completed,787.0
Completed,1089.0
Terminated/Withdrawn,244.0
Completed,393.0
Completed,810.0
Completed,605.0
Terminated/Withdrawn,204.0
Completed,656.0
Completed,669.0
Completed,1320.0
Completed,967.0
Completed,466.0
Completed,955.0
Completed,548.0
Completed,884.0
Terminated/Withdrawn,411.0
Completed,1274.0
Terminated/Withdrawn,319.0
Completed,749.0
Completed,44.0
Completed,620.0
Completed,571.0
Terminated/Withdrawn,262.0
Completed,930.0
Completed,1032.0
Completed,1265.0
Completed,1160.0
Completed,962.0
Terminated/Withdrawn,461.0
Completed,1034.0
Completed,802.0
Completed,843.0
Completed,964.0
Completed,1224.0
Completed,901.0
Completed,709.0
Terminated/Withdrawn,370.0
Completed,682.0
Completed,442.0
Completed,959.0
Completed,879.0
Completed,841.0
Completed,605.0
Completed,882.0
Completed,764.0
Terminated/Withdrawn,188.0
Terminated/Withdrawn,326.0
Completed,1183.0
Completed,32.0
Terminated/Withdrawn,564.0
Completed,628.0
Completed,549.0
Terminated/Withdrawn,122.0
Completed,952.0
Completed,1017.0
Terminated/Withdrawn,764.0
Completed,1082.0
Completed,402.0
Completed,860.0
Completed,698.0
Terminated/Withdrawn,285.0
Completed,1421.0
Completed,1143.0
Completed,778.0
Terminated/Withdrawn,408.0
Completed,1390.0
Completed,618.0
Completed,1180.0
Completed,362.0
Terminated/Withdrawn,657.0
Completed,642.0
Completed,198.0
Completed,749.0
Completed,614.0
Terminated/Withdrawn,167.0
Terminated/Withdrawn,369.0
Completed,95.0
Completed,920.0
Completed,493.0
Completed,658.0
Terminated/Withdrawn,277.0
Terminated/Withdrawn,767.0
Terminated/Withdrawn,340.0
Completed,658.0
Completed,807.0
Completed,786.0
Terminated/Withdrawn,187.0
Completed,965.0
Completed,650.0
Completed,303.0
Completed,1026.0
Completed,1183.0
Completed,1228.0
Completed,1907.0
Completed,167.0
Terminated/Withdrawn,200.0
Completed,1067.0
Completed,1047.0
Terminated/Withdrawn,435.0
Completed,458.0
Terminated/Withdrawn,403.0
Completed,1206.0
Terminated/Withdrawn,337.0
Completed,651.0
Terminated/Withdrawn,419.0
Completed,973.0
Terminated/Withdrawn,194.0
Completed,766.0
Completed,415.0
Completed,651.0
Terminated/Withdrawn,170.0
Completed,472.0
Completed,1289.0
Completed,940.0
Terminated/Withdrawn,338.0
Completed,31.0
Completed,1427.0
Terminated/Withdrawn,359.0
Completed,1289.0
Completed,631.0
Terminated/Withdrawn,506.0
Terminated/Withdrawn,254.0
Completed,1161.0
Completed,706.0
Completed,1272.0
Completed,222.0
Completed,1045.0
Terminated/Withdrawn,546.0
Completed,532.0
Completed,763.0
Completed,775.0
Completed,602.0
Completed,695.0
Completed,899.0
Completed,771.0
Terminated/Withdrawn,382.0
Completed,776.0
Completed,762.0
Completed,899.0
Terminated/Withdrawn,447.0
Completed,1180.0
Terminated/Withdrawn,348.0
Completed,1283.0
Completed,745.0
Completed,535.0
Terminated/Withdrawn,311.0
Completed,641.0
Completed,1064.0
Completed,945.0
Completed,1050.0
Completed,960.0
Completed,978.0
Terminated/Withdrawn,142.0
Terminated/Withdrawn,772.0
Terminated/Withdrawn,561.0
Completed,693.0
Completed,822.0
Completed,730.0
Completed,1016.0
Completed,1400.0
Completed,1027.0
Completed,1208.0
Completed,670.0
Completed,1273.0
Completed,204.0
Completed,1151.0
Completed,699.0
Completed,925.0
Completed,1218.0
Completed,315.0
Completed,682.0
Completed,291.0
Completed,746.0
Completed,1838.0
Completed,896.0
Completed,767.0
Completed,870.0
Completed,1114.0
Completed,1047.0
Completed,1258.0
Completed,1157.0
Completed,766.0
Completed,620.0
Terminated/Withdrawn,416.0
Completed,1035.0
Completed,447.0
Completed,1014.0
Completed,546.0
Completed,554.0
Completed,711.0
Completed,731.0
Completed,575.0
Completed,1212.0
Completed,1346.0
Completed,449.0
Completed,694.0
Terminated/Withdrawn,272.0
Completed,671.0
Completed,902.0
Terminated/Withdrawn,527.0
Terminated/Withdrawn,589.0
Completed,861.0
Completed,530.0
Terminated/Withdrawn,204.0
Completed,1804.0
Completed,1265.0
Completed,860.0
Completed,52.0
Completed,367.0
Completed,1076.0
Completed,1133.0
Completed,533.0
Completed,724.0
Completed,774.0
Completed,565.0
Terminated/Withdrawn,475.0
Completed,944.0
Completed,617.0
Completed,656.0
Completed,875.0
Completed,537.0
Completed,3.0
Completed,1000.0
Completed,1997.0
Completed,1156.0
Completed,608.0
Completed,640.0
Terminated/Withdrawn,426.0
Completed,1533.0
Completed,820.0
Completed,1176.0
Completed,807.0
Completed,914.0
Completed,597.0
Completed,874.0
Completed,757.0
Completed,854.0
Terminated/Withdrawn,282.0
Completed,667.0
Terminated/Withdrawn,245.0
Completed,657.0
Completed,642.0
Completed,981.0
Terminated/Withdrawn,160.0
Completed,786.0
Completed,1057.0
Completed,769.0
Terminated/Withdrawn,707.0
Completed,1010.0
Completed,785.0
Completed,490.0
Completed,191.0
Completed,953.0
Completed,792.0
Completed,939.0
Terminated/Withdrawn,266.0
Completed,437.0
Completed,545.0
Terminated/Withdrawn,183.0
Completed,683.0
Completed,711.0
Completed,1544.0
Terminated/Withdrawn,465.0
Completed,897.0
Completed,629.0
Completed,701.0
Completed,604.0
Completed,836.0
Completed,828.0
Completed,971.0
Completed,1201.0
Terminated/Withdrawn,415.0
Completed,496.0
Terminated/Withdrawn,461.0
Completed,736.0
Completed,534.0
Completed,749.0
Completed,918.0
Terminated/Withdrawn,413.0
Completed,932.0
Completed,594.0
Completed,647.0
Completed,1127.0
Completed,1338.0
Terminated/Withdrawn,408.0
Completed,1020.0
Completed,583.0
Completed,927.0
Completed,1049.0
Completed,730.0
Completed,234.0
Completed,1060.0
Completed,928.0
Completed,154.0
Completed,1404.0
Terminated/Withdrawn,314.0
Terminated/Withdrawn,334.0
Completed,1197.0
Completed,893.0
Completed,1381.0
Terminated/Withdrawn,206.0
Completed,710.0
Completed,1134.0
Completed,812.0
Completed,1092.0
Completed,598.0
Completed,463.0
Completed,822.0
Completed,883.0
Completed,933.0
Completed,1187.0
Completed,604.0
Completed,1081.0
Completed,785.0
Completed,1210.0
Completed,1317.0
Completed,770.0
Terminated/Withdrawn,377.0
Completed,745.0
Completed,508.0
Completed,596.0
Completed,485.0
Terminated/Withdrawn,450.0
Completed,719.0
Completed,474.0
Completed,918.0
Terminated/Withdrawn,500.0
Completed,527.0
Completed,633.0
Completed,918.0
Completed,1298.0
Completed,604.0
Completed,947.0
Terminated/Withdrawn,391.0
Completed,1075.0
Completed,57.0
Terminated/Withdrawn,537.0
Terminated/Withdrawn,186.0
Completed,642.0
Completed,1073.0
Completed,1033.0
Terminated/Withdrawn,302.0
Completed,1506.0
Terminated/Withdrawn,1154.0
Completed,887.0
Terminated/Withdrawn,150.0
Completed,876.0
Completed,1141.0
Completed,639.0
Completed,629.0
Completed,614.0
Terminated/Withdrawn,518.0
Completed,920.0
Completed,1013.0
Terminated/Withdrawn,243.0
Completed,955.0
Completed,1268.0
Completed,313.0
Completed,524.0
Completed,686.0
Completed,785.0
Completed,458.0
Terminated/Withdrawn,585.0
Terminated/Withdrawn,133.0
Terminated/Withdrawn,605.0
Completed,861.0
Terminated/Withdrawn,422.0
Completed,709.0
Completed,1337.0
Completed,1081.0
Terminated/Withdrawn,419.0
Completed,1103.0
Completed,1590.0
Completed,1318.0
Completed,1435.0
Terminated/Withdrawn,222.0
Terminated/Withdrawn,301.0
Completed,749.0
Completed,562.0
Completed,1002.0
Completed,792.0
Completed,735.0
Completed,503.0
Terminated/Withdrawn,262.0
Completed,515.0
Completed,551.0
Completed,477.0
Terminated/Withdrawn,375.0
Completed,550.0
Completed,983.0
Completed,737.0
Completed,1041.0
Completed,450.0
Terminated/Withdrawn,278.0
Terminated/Withdrawn,296.0
Completed,680.0
Completed,660.0
Completed,488.0
Completed,647.0
Completed,746.0
Completed,892.0
Completed,685.0
Completed,1024.0
Completed,970.0
Completed,1015.0
Completed,741.0
Completed,920.0
Completed,954.0
Terminated/Withdrawn,213.0
Completed,565.0
Completed,830.0
Completed,863.0
Completed,784.0
Terminated/Withdrawn,464.0
Completed,621.0
Completed,1172.0
Terminated/Withdrawn,465.0
Terminated/Withdrawn,363.0
Terminated/Withdrawn,218.0
Completed,35.0
Completed,575.0
Completed,937.0
Completed,790.0
Completed,643.0
Completed,936.0
Terminated/Withdrawn,422.0
Terminated/Withdrawn,309.0
Completed,1033.0
Completed,853.0
Completed,547.0
Completed,923.0
Completed,1088.0
Terminated/Withdrawn,161.0
Completed,787.0
Terminated/Withdrawn,291.0
Terminated/Withdrawn,447.0
Completed,1193.0
Completed,1657.0
Completed,732.0
Completed,854.0
Completed,749.0
Completed,655.0
Completed,1272.0
Terminated/Withdrawn,507.0
Completed,555.0
Terminated/Withdrawn,335.0
Completed,934.0
Completed,1197.0
Completed,424.0
Completed,1279.0
Terminated/Withdrawn,492.0
Completed,489.0
Completed,703.0
Completed,1199.0
Completed,876.0
Completed,614.0
Completed,1009.0
Completed,733.0
Completed,1047.0
Completed,715.0
Completed,686.0
Completed,900.0
Completed,794.0
Completed,1006.0
Completed,97.0
Completed,655.0
Terminated/Withdrawn,458.0
Completed,551.0
Completed,1364.0
Completed,878.0
Completed,1144.0
Terminated/Withdrawn,447.0
Completed,1218.0
Completed,701.0
Completed,625.0
Terminated/Withdrawn,271.0
Completed,956.0
Terminated/Withdrawn,289.0
Completed,1202.0
Terminated/Withdrawn,318.0
Completed,592.0
Completed,1330.0
Completed,467.0
Completed,867.0
Terminated/Withdrawn,539.0
Completed,578.0
Completed,643.0
Completed,1122.0
Completed,963.0
Terminated/Withdrawn,141.0
Completed,761.0
Terminated/Withdrawn,259.0
Completed,937.0
Completed,859.0
Terminated/Withdrawn,557.0
Terminated/Withdrawn,248.0
Completed,633.0
Completed,1132.0
Completed,689.0
Completed,589.0
Completed,1195.0
Completed,870.0
Completed,617.0
Completed,875.0
Completed,1244.0
Completed,820.0
Completed,947.0
Completed,1362.0
Completed,1668.0
Completed,753.0
Completed,1077.0
Completed,548.0
Terminated/Withdrawn,222.0
Completed,1098.0
Completed,1205.0
Completed,732.0
Terminated/Withdrawn,382.0
Completed,1390.0
Terminated/Withdrawn,427.0
Completed,733.0
Completed,830.0
Completed,1242.0
Completed,992.0
Completed,431.0
Terminated/Withdrawn,246.0
Completed,756.0
Terminated/Withdrawn,722.0
Completed,802.0
Completed,822.0
Completed,845.0
Completed,646.0
Completed,1020.0
Terminated/Withdrawn,472.0
Completed,1112.0
Terminated/Withdrawn,620.0
Terminated/Withdrawn,338.0
Completed,20.0
Terminated/Withdrawn,332.0
Terminated/Withdrawn,213.0
Completed,1196.0
Terminated/Withdrawn,359.0
Completed,977.0
Completed,1218.0
Completed,975.0
Terminated/Withdrawn,229.0
Completed,841.0
Terminated/Withdrawn,575.0
Completed,718.0
Completed,1061.0
Completed,1017.0
Completed,1121.0
Terminated/Withdrawn,541.0
Completed,978.0
Terminated/Withdrawn,285.0
Completed,262.0
Completed,506.0
Completed,337.0
Terminated/Withdrawn,333.0
Completed,844.0
Completed,42.0
Completed,859.0
Completed,462.0
Completed,527.0
Completed,184.0
Completed,1171.0
Completed,820.0
Completed,525.0
Completed,847.0
Completed,998.0
Completed,690.0
Completed,656.0
Completed,102.0
Completed,902.0
Completed,477.0
Terminated/Withdrawn,387.0
Terminated/Withdrawn,434.0
Completed,583.0
Terminated/Withdrawn,392.0
Completed,740.0
Completed,747.0
Terminated/Withdrawn,284.0
Completed,668.0
Completed,691.0
Terminated/Withdrawn,344.0
Terminated/Withdrawn,258.0
Terminated/Withdrawn,300.0
Completed,657.0
Completed,514.0
Completed,650.0
Terminated/Withdrawn,265.0
Completed,1078.0
Completed,1100.0
Completed,696.0
Terminated/Withdrawn,308.0
Completed,812.0
Completed,1176.0
Completed,882.0
Terminated/Withdrawn,326.0
Completed,1053.0
Completed,566.0
Terminated/Withdrawn,226.0
Completed,868.0
Completed,1030.0
Completed,747.0
Completed,1339.0
Terminated/Withdrawn,170.0
Completed,1109.0
Completed,1299.0
Completed,594.0
Completed,573.0
Completed,955.0
Completed,538.0
Completed,464.0
Completed,943.0
Completed,653.0
Completed,861.0
Terminated/Withdrawn,352.0
Terminated/Withdrawn,303.0
Terminated/Withdrawn,367.0
Completed,510.0
Completed,969.0
Completed,601.0
Completed,1265.0
Completed,1119.0
Completed,449.0
Completed,660.0
Terminated/Withdrawn,287.0
Completed,1189.0
Completed,436.0
Terminated/Withdrawn,486.0
Completed,929.0
Terminated/Withdrawn,655.0
Completed,1493.0
Completed,1725.0
Completed,689.0
Completed,415.0
Completed,1298.0
Completed,955.0
Completed,598.0
Terminated/Withdrawn,298.0
Terminated/Withdrawn,187.0
Completed,1154.0
Completed,643.0
Completed,912.0
Completed,733.0
Completed,850.0
Completed,569.0
Terminated/Withdrawn,482.0
Completed,1082.0
Terminated/Withdrawn,764.0
Terminated/Withdrawn,437.0
Completed,270.0
Terminated/Withdrawn,710.0
Completed,1457.0
Completed,1020.0
Completed,756.0
Completed,502.0
Terminated/Withdrawn,212.0
Completed,19.0
Completed,720.0
Completed,523.0
Completed,715.0
Completed,1684.0
Terminated/Withdrawn,212.0
Completed,671.0
Completed,853.0
Completed,1075.0
Completed,634.0
Completed,689.0
Completed,482.0
Terminated/Withdrawn,510.0
Completed,359.0
Completed,1134.0
Terminated/Withdrawn,241.0
Terminated/Withdrawn,268.0
Completed,814.0
Completed,1239.0
Terminated/Withdrawn,674.0
Completed,850.0
Completed,762.0
Completed,1098.0
Terminated/Withdrawn,134.0
Completed,805.0
Completed,1022.0
Completed,41.0
Completed,71.0
Completed,636.0
Terminated/Withdrawn,337.0
Completed,741.0
Completed,1198.0
Completed,597.0
Completed,704.0
Completed,1109.0
Completed,1339.0
Completed,1378.0
Completed,409.0
Completed,1285.0
Completed,889.0
Terminated/Withdrawn,321.0
Completed,1836.0
Completed,1203.0
Terminated/Withdrawn,384.0
Completed,942.0
Completed,896.0
Completed,661.0
Completed,494.0
Completed,960.0
Completed,1069.0
Completed,659.0
Completed,1095.0
Completed,601.0
Completed,1014.0
Terminated/Withdrawn,312.0
Completed,663.0
Completed,444.0
Completed,1085.0
Terminated/Withdrawn,271.0
Completed,546.0
Completed,964.0
Completed,799.0
Completed,1577.0
Terminated/Withdrawn,253.0
Completed,515.0
Terminated/Withdrawn,373.0
Completed,627.0
Completed,969.0
Completed,1043.0
Terminated/Withdrawn,523.0
Completed,673.0
Completed,481.0
Completed,770.0
Terminated/Withdrawn,115.0
Completed,352.0
Terminated/Withdrawn,264.0
Terminated/Withdrawn,399.0
Completed,753.0
Terminated/Withdrawn,583.0
Completed,709.0
Completed,764.0
Completed,770.0
Terminated/Withdrawn,767.0
Completed,750.0
Completed,1060.0
Completed,874.0
Completed,629.0
Completed,639.0
Completed,793.0
Terminated/Withdrawn,609.0
Completed,1097.0
Completed,698.0
Completed,1167.0
Completed,1581.0
Completed,1078.0
Completed,743.0
Completed,625.0
Completed,991.0
Completed,850.0
Completed,682.0
Completed,915.0
Completed,856.0
Completed,902.0
Completed,656.0
Completed,862.0
Terminated/Withdrawn,369.0
Terminated/Withdrawn,380.0
Completed,1223.0
Completed,660.0
Completed,1146.0
Completed,1073.0
Completed,978.0
Completed,137.0
Completed,897.0
Completed,574.0
Completed,2068.0
Completed,1220.0
Completed,903.0
Completed,795.0
Completed,812.0
Completed,1145.0
Terminated/Withdrawn,310.0
Completed,443.0
Completed,885.0
Terminated/Withdrawn,396.0
Terminated/Withdrawn,402.0
Terminated/Withdrawn,325.0
Completed,1090.0
Completed,1037.0
Completed,966.0
Completed,981.0
Completed,1031.0
Completed,638.0
Completed,910.0
Completed,1016.0
Completed,1534.0
Completed,679.0
Terminated/Withdrawn,432.0
Terminated/Withdrawn,450.0
Completed,975.0
Completed,735.0
Completed,1006.0
Completed,803.0
Completed,1568.0
Completed,990.0
Terminated/Withdrawn,200.0
Completed,1432.0
Completed,957.0
Completed,558.0
Completed,728.0
Terminated/Withdrawn,157.0
Completed,348.0
Completed,986.0
Completed,635.0
Terminated/Withdrawn,398.0
Completed,316.0
Completed,707.0
Completed,43.0
Terminated/Withdrawn,396.0
Completed,79.0
Completed,953.0
Completed,1059.0
Completed,553.0
Completed,731.0
Completed,770.0
Completed,89.0
Completed,768.0
Completed,844.0
Completed,905.0
Terminated/Withdrawn,283.0
Completed,723.0
Completed,16.0
Completed,63.0
Completed,762.0
Completed,657.0
Completed,427.0
Completed,865.0
Completed,1160.0
Terminated/Withdrawn,502.0
Completed,553.0
Completed,1117.0
Completed,735.0
Completed,855.0
Completed,1117.0
Completed,570.0
Completed,566.0
Completed,712.0
Completed,538.0
Completed,1439.0
Completed,911.0
Completed,1368.0
Completed,806.0
Completed,718.0
Completed,566.0
Completed,709.0
Completed,957.0
Completed,646.0
Completed,1283.0
