nct_id,sponsor_type,sponsor_name
NCT100003828,Other,Other Sponsor #202
NCT100003829,Industry,Industry Sponsor #358
NCT100003830,Other,Other Sponsor #174
NCT100003831,Other,Other Sponsor #199
NCT100003832,Industry,Industry Sponsor #81
NCT100003833,Industry,Industry Sponsor #139
NCT100003834,Industry,Industry Sponsor #127
NCT100003835,Industry,Industry Sponsor #152
NCT100003836,NIH,NIH Sponsor #389
NCT100003837,Industry,Industry Sponsor #257
NCT100003838,Industry,Industry Sponsor #237
NCT100003839,Other,Other Sponsor #195
NCT100003840,Other,Other Sponsor #141
NCT100003841,Other,Other Sponsor #10
NCT100003842,Industry,Industry Sponsor #68
NCT100003843,Industry,Industry Sponsor #204
NCT100003844,Other,Other Sponsor #325
NCT100003845,Industry,Industry Sponsor #98
NCT100003846,Other,Other Sponsor #302
NCT100003847,Other,Other Sponsor #341
NCT100003848,Industry,Industry Sponsor #368
NCT100003849,Industry,Industry Sponsor #14
NCT100003850,Industry,Industry Sponsor #17
NCT100003851,Industry,Industry Sponsor #15
NCT100003852,Industry,Industry Sponsor #390
NCT100003853,Other,Other Sponsor #341
NCT100003854,Industry,Industry Sponsor #274
NCT100003855,Industry,Industry Sponsor #46
NCT100003856,Industry,Industry Sponsor #129
NCT100003857,Industry,Industry Sponsor #303
NCT100003858,Industry,Industry Sponsor #83
NCT100003859,Other,Other Sponsor #214
NCT100003860,Industry,Industry Sponsor #21
NCT100003861,Other,Other Sponsor #257
NCT100003862,Other,Other Sponsor #108
NCT100003863,Other,Other Sponsor #344
NCT100003864,Other,Other Sponsor #41
NCT100003865,Other,Other Sponsor #254
NCT100003866,Industry,Industry Sponsor #9
NCT100003867,Other,Other Sponsor #336
NCT100003868,Other,Other Sponsor #324
NCT100003869,Other,Other Sponsor #312
NCT100003870,Industry,Industry Sponsor #151
NCT100003871,Other,Other Sponsor #327
NCT100003872,Other,Other Sponsor #296
NCT100003873,Industry,Industry Sponsor #364
NCT100003874,Industry,Industry Sponsor #222
NCT100003875,Industry,Industry Sponsor #86
NCT100003876,Industry,Industry Sponsor #145
NCT100003877,Industry,Industry Sponsor #361
NCT100003878,Industry,Industry Sponsor #145
NCT100003879,Industry,Industry Sponsor #303
NCT100003880,Other,Other Sponsor #188
NCT100003881,Industry,Industry Sponsor #230
NCT100003882,Industry,Industry Sponsor #186
NCT100003883,Other,Other Sponsor #340
NCT100003884,Other,Other Sponsor #114
NCT100003885,Other,Other Sponsor #93
NCT100003886,Other,Other Sponsor #2
NCT100003887,Other,Other Sponsor #389
NCT100003888,Industry,Industry Sponsor #99
NCT100003889,Other,Other Sponsor #72
NCT100003890,Industry,Industry Sponsor #7
NCT100003891,Industry,Industry Sponsor #311
NCT100003892,Industry,Industry Sponsor #385
NCT100003893,Industry,Industry Sponsor #53
NCT100003894,Other,Other Sponsor #161
NCT100003895,Industry,Industry Sponsor #304
NCT100003896,Industry,Industry Sponsor #359
NCT100003897,NIH,NIH Sponsor #124
NCT100003898,Industry,Industry Sponsor #53
NCT100003899,NIH,NIH Sponsor #65
NCT100003900,Industry,Industry Sponsor #210
NCT100003901,Industry,Industry Sponsor #346
NCT100003902,Industry,Industry Sponsor #255
NCT100003903,NIH,NIH Sponsor #75
NCT100003904,Other,Other Sponsor #123
NCT100003905,Other,Other Sponsor #177
NCT100003906,Industry,Industry Sponsor #96
NCT100003907,NIH,NIH Sponsor #327
NCT100003908,Industry,Industry Sponsor #279
NCT100003909,Industry,Industry Sponsor #236
NCT100003910,Industry,Industry Sponsor #43
NCT100003911,Industry,Industry Sponsor #340
NCT100003912,NIH,NIH Sponsor #113
NCT100003913,Other,Other Sponsor #83
NCT100003914,Industry,Industry Sponsor #93
NCT100003915,Other,Other Sponsor #73
NCT100003916,Other,Other Sponsor #233
NCT100003917,Industry,Industry Sponsor #204
NCT100003918,Industry,Industry Sponsor #300
NCT100003919,Industry,Industry Sponsor #85
NCT100003920,Other,Other Sponsor #74
NCT100003921,Other,Other Sponsor #165
NCT100003922,Industry,Industry Sponsor #72
NCT100003923,Other,Other Sponsor #227
NCT100003924,Industry,Industry Sponsor #68
NCT100003925,Industry,Industry Sponsor #62
NCT100003926,Other,Other Sponsor #108
NCT100003927,Other,Other Sponsor #385
NCT100003928,Industry,Industry Sponsor #24
NCT100003929,Industry,Industry Sponsor #344
NCT100003930,Other,Other Sponsor #317
NCT100003931,NIH,NIH Sponsor #331
NCT100003932,Industry,Industry Sponsor #95
NCT100003933,Industry,Industry Sponsor #182
NCT100003934,Other,Other Sponsor #117
NCT100003935,Other,Other Sponsor #120
NCT100003936,Industry,Industry Sponsor #274
NCT100003937,Industry,Industry Sponsor #126
NCT100003938,Other,Other Sponsor #347
NCT100003939,Other,Other Sponsor #216
NCT100003940,Other,Other Sponsor #389
NCT100003941,NIH,NIH Sponsor #359
NCT100003942,Other,Other Sponsor #320
NCT100003943,Other,Other Sponsor #321
NCT100003944,Other,Other Sponsor #219
NCT100003945,Industry,Industry Sponsor #277
NCT100003946,Industry,Industry Sponsor #265
NCT100003947,Other,Other Sponsor #147
NCT100003948,Industry,Industry Sponsor #126
NCT100003949,Industry,Industry Sponsor #290
NCT100003950,Industry,Industry Sponsor #338
NCT100003951,Industry,Industry Sponsor #275
NCT100003952,Industry,Industry Sponsor #212
NCT100003953,Industry,Industry Sponsor #269
NCT100003954,Industry,Industry Sponsor #199
NCT100003955,Industry,Industry Sponsor #113
NCT100003956,Industry,Industry Sponsor #162
NCT100003957,Industry,Industry Sponsor #385
NCT100003958,Industry,Industry Sponsor #151
NCT100003959,Other,Other Sponsor #363
NCT100003960,Industry,Industry Sponsor #3
NCT100003961,Industry,Industry Sponsor #57
NCT100003962,Other,Other Sponsor #214
NCT100003963,Other,Other Sponsor #300
NCT100003964,Industry,Industry Sponsor #155
NCT100003965,Industry,Industry Sponsor #150
NCT100003966,Other,Other Sponsor #343
NCT100003967,Other,Other Sponsor #238
NCT100003968,Industry,Industry Sponsor #27
NCT100003969,NIH,NIH Sponsor #150
NCT100003970,Industry,Industry Sponsor #80
NCT100003971,Other,Other Sponsor #205
NCT100003972,Industry,Industry Sponsor #72
NCT100003973,Industry,Industry Sponsor #78
NCT100003974,Other,Other Sponsor #258
NCT100003975,Other,Other Sponsor #386
NCT100003976,Industry,Industry Sponsor #261
NCT100003977,Industry,Industry Sponsor #44
NCT100003978,Other,Other Sponsor #147
NCT100003979,Other,Other Sponsor #144
NCT100003980,Industry,Industry Sponsor #190
NCT100003981,Industry,Industry Sponsor #1
NCT100003982,Industry,Industry Sponsor #272
NCT100003983,Industry,Industry Sponsor #261
NCT100003984,Other,Other Sponsor #32
NCT100003985,Industry,Industry Sponsor #39
NCT100003986,Other,Other Sponsor #331
NCT100003987,Industry,Industry Sponsor #22
NCT100003988,Industry,Industry Sponsor #145
NCT100003989,Industry,Industry Sponsor #47
NCT100003990,Other,Other Sponsor #208
NCT100003991,Industry,Industry Sponsor #224
NCT100003992,Industry,Industry Sponsor #265
NCT100003993,Industry,Industry Sponsor #377
NCT100003994,Industry,Industry Sponsor #369
NCT100003995,Other,Other Sponsor #98
NCT100003996,Industry,Industry Sponsor #362
NCT100003997,Other,Other Sponsor #297
NCT100003998,Industry,Industry Sponsor #49
NCT100003999,Industry,Industry Sponsor #277
NCT100004000,NIH,NIH Sponsor #398
NCT100004001,Industry,Industry Sponsor #237
NCT100004002,NIH,NIH Sponsor #131
NCT100004003,Other,Other Sponsor #65
NCT100004004,Other,Other Sponsor #279
NCT100004005,Industry,Industry Sponsor #242
NCT100004006,Other,Other Sponsor #367
NCT100004007,Other,Other Sponsor #60
NCT100004008,Industry,Industry Sponsor #247
NCT100004009,NIH,NIH Sponsor #43
NCT100004010,Other,Other Sponsor #100
NCT100004011,Other,Other Sponsor #179
NCT100004012,Industry,Industry Sponsor #365
NCT100004013,Industry,Industry Sponsor #180
NCT100004014,Industry,Industry Sponsor #349
NCT100004015,Other,Other Sponsor #315
NCT100004016,Other,Other Sponsor #346
NCT100004017,Industry,Industry Sponsor #356
NCT100004018,Other,Other Sponsor #320
NCT100004019,Industry,Industry Sponsor #216
NCT100004020,Other,Other Sponsor #43
NCT100004021,Industry,Industry Sponsor #78
NCT100004022,Industry,Industry Sponsor #293
NCT100004023,NIH,NIH Sponsor #105
NCT100004024,Other,Other Sponsor #46
NCT100004025,Industry,Industry Sponsor #130
NCT100004026,Other,Other Sponsor #146
NCT100004027,Industry,Industry Sponsor #254
NCT100004028,Other,Other Sponsor #202
NCT100004029,NIH,NIH Sponsor #369
NCT100004030,Industry,Industry Sponsor #377
NCT100004031,Other,Other Sponsor #342
NCT100004032,Industry,Industry Sponsor #144
NCT100004033,Industry,Industry Sponsor #104
NCT100004034,Industry,Industry Sponsor #112
NCT100004035,Industry,Industry Sponsor #370
NCT100004036,NIH,NIH Sponsor #284
NCT100004037,Other,Other Sponsor #273
NCT100004038,Other,Other Sponsor #279
NCT100004039,Industry,Industry Sponsor #26
NCT100004040,Industry,Industry Sponsor #88
NCT100004041,Other,Other Sponsor #71
NCT100004042,Other,Other Sponsor #293
NCT100004043,Other,Other Sponsor #2
NCT100004044,Other,Other Sponsor #179
NCT100004045,NIH,NIH Sponsor #104
NCT100004046,Industry,Industry Sponsor #64
NCT100004047,Industry,Industry Sponsor #183
NCT100004048,Industry,Industry Sponsor #51
NCT100004049,Other,Other Sponsor #278
NCT100004050,Industry,Industry Sponsor #341
NCT100004051,Industry,Industry Sponsor #328
NCT100004052,Industry,Industry Sponsor #223
NCT100004053,Other,Other Sponsor #330
NCT100004054,Industry,Industry Sponsor #329
NCT100004055,NIH,NIH Sponsor #163
NCT100004056,Industry,Industry Sponsor #239
NCT100004057,Other,Other Sponsor #13
NCT100004058,Industry,Industry Sponsor #13
NCT100004059,Other,Other Sponsor #396
NCT100004060,NIH,NIH Sponsor #36
NCT100004061,Industry,Industry Sponsor #273
NCT100004062,Industry,Industry Sponsor #29
NCT100004063,NIH,NIH Sponsor #305
NCT100004064,NIH,NIH Sponsor #179
NCT100004065,Other,Other Sponsor #10
NCT100004066,Industry,Industry Sponsor #201
NCT100004067,NIH,NIH Sponsor #206
NCT100004068,Industry,Industry Sponsor #97
NCT100004069,Other,Other Sponsor #87
NCT100004070,Industry,Industry Sponsor #134
NCT100004071,Other,Other Sponsor #187
NCT100004072,Other,Other Sponsor #354
NCT100004073,Other,Other Sponsor #189
NCT100004074,Industry,Industry Sponsor #107
NCT100004075,Industry,Industry Sponsor #371
NCT100004076,Other,Other Sponsor #340
NCT100004077,Other,Other Sponsor #102
NCT100004078,Other,Other Sponsor #220
NCT100004079,Other,Other Sponsor #266
NCT100004080,Other,Other Sponsor #187
NCT100004081,Other,Other Sponsor #82
NCT100004082,Other,Other Sponsor #125
NCT100004083,Industry,Industry Sponsor #371
NCT100004084,Other,Other Sponsor #273
NCT100004085,Other,Other Sponsor #101
NCT100004086,NIH,NIH Sponsor #229
NCT100004087,Other,Other Sponsor #139
NCT100004088,Other,Other Sponsor #71
NCT100004089,Industry,Industry Sponsor #357
NCT100004090,Industry,Industry Sponsor #160
NCT100004091,Industry,Industry Sponsor #136
NCT100004092,Other,Other Sponsor #170
NCT100004093,Industry,Industry Sponsor #15
NCT100004094,Industry,Industry Sponsor #136
NCT100004095,Industry,Industry Sponsor #342
NCT100004096,Industry,Industry Sponsor #284
NCT100004097,Other,Other Sponsor #388
NCT100004098,Other,Other Sponsor #300
NCT100004099,Other,Other Sponsor #177
NCT100004100,Other,Other Sponsor #214
NCT100004101,Industry,Industry Sponsor #127
NCT100004102,Other,Other Sponsor #342
NCT100004103,Industry,Industry Sponsor #383
NCT100004104,Industry,Industry Sponsor #15
NCT100004105,Other,Other Sponsor #201
NCT100004106,Industry,Industry Sponsor #43
NCT100004107,Other,Other Sponsor #307
NCT100004108,Industry,Industry Sponsor #172
NCT100004109,Other,Other Sponsor #65
NCT100004110,Industry,Industry Sponsor #390
NCT100004111,Industry,Industry Sponsor #20
NCT100004112,Industry,Industry Sponsor #78
NCT100004113,Industry,Industry Sponsor #24
NCT100004114,Other,Other Sponsor #131
NCT100004115,Industry,Industry Sponsor #311
NCT100004116,Industry,Industry Sponsor #133
NCT100004117,Other,Other Sponsor #128
NCT100004118,Other,Other Sponsor #20
NCT100004119,Industry,Industry Sponsor #165
NCT100004120,Industry,Industry Sponsor #240
NCT100004121,Other,Other Sponsor #83
NCT100004122,NIH,NIH Sponsor #375
NCT100004123,Industry,Industry Sponsor #282
NCT100004124,Other,Other Sponsor #348
NCT100004125,Industry,Industry Sponsor #264
NCT100004126,Industry,Industry Sponsor #380
NCT100004127,Industry,Industry Sponsor #27
NCT100004128,Other,Other Sponsor #267
NCT100004129,Industry,Industry Sponsor #159
NCT100004130,Industry,Industry Sponsor #204
NCT100004131,NIH,NIH Sponsor #106
NCT100004132,Industry,Industry Sponsor #365
NCT100004133,Industry,Industry Sponsor #125
NCT100004134,Industry,Industry Sponsor #52
NCT100004135,Industry,Industry Sponsor #77
NCT100004136,Industry,Industry Sponsor #121
NCT100004137,Other,Other Sponsor #386
NCT100004138,Other,Other Sponsor #5
NCT100004139,Other,Other Sponsor #360
NCT100004140,NIH,NIH Sponsor #262
NCT100004141,Industry,Industry Sponsor #22
NCT100004142,Other,Other Sponsor #26
NCT100004143,Industry,Industry Sponsor #15
NCT100004144,Industry,Industry Sponsor #191
NCT100004145,NIH,NIH Sponsor #136
NCT100004146,Industry,Industry Sponsor #73
NCT100004147,Industry,Industry Sponsor #220
NCT100004148,Other,Other Sponsor #353
NCT100004149,Industry,Industry Sponsor #300
NCT100004150,Industry,Industry Sponsor #398
NCT100004151,Industry,Industry Sponsor #235
NCT100004152,Industry,Industry Sponsor #24
NCT100004153,Other,Other Sponsor #148
NCT100004154,Industry,Industry Sponsor #254
NCT100004155,Other,Other Sponsor #235
NCT100004156,Industry,Industry Sponsor #192
NCT100004157,NIH,NIH Sponsor #378
NCT100004158,Industry,Industry Sponsor #161
NCT100004159,Industry,Industry Sponsor #12
NCT100004160,Other,Other Sponsor #143
NCT100004161,Other,Other Sponsor #374
NCT100004162,NIH,NIH Sponsor #75
NCT100004163,Industry,Industry Sponsor #197
NCT100004164,Industry,Industry Sponsor #194
NCT100004165,Industry,Industry Sponsor #263
NCT100004166,Industry,Industry Sponsor #59
NCT100004167,Other,Other Sponsor #246
NCT100004168,Other,Other Sponsor #267
NCT100004169,NIH,NIH Sponsor #308
NCT100004170,Industry,Industry Sponsor #57
NCT100004171,Other,Other Sponsor #378
NCT100004172,Industry,Industry Sponsor #5
NCT100004173,Other,Other Sponsor #362
NCT100004174,Industry,Industry Sponsor #87
NCT100004175,Industry,Industry Sponsor #386
NCT100004176,NIH,NIH Sponsor #288
NCT100004177,Other,Other Sponsor #354
NCT100004178,Industry,Industry Sponsor #358
NCT100004179,Industry,Industry Sponsor #253
NCT100004180,Industry,Industry Sponsor #100
NCT100004181,Industry,Industry Sponsor #270
NCT100004182,Other,Other Sponsor #309
NCT100004183,NIH,NIH Sponsor #191
NCT100004184,Industry,Industry Sponsor #121
NCT100004185,Industry,Industry Sponsor #143
NCT100004186,Other,Other Sponsor #55
NCT100004187,NIH,NIH Sponsor #166
NCT100004188,Other,Other Sponsor #131
NCT100004189,Industry,Industry Sponsor #94
NCT100004190,Industry,Industry Sponsor #307
NCT100004191,Industry,Industry Sponsor #129
NCT100004192,Industry,Industry Sponsor #125
NCT100004193,Industry,Industry Sponsor #397
NCT100004194,Industry,Industry Sponsor #297
NCT100004195,Other,Other Sponsor #384
NCT100004196,Other,Other Sponsor #169
NCT100004197,Industry,Industry Sponsor #111
NCT100004198,Industry,Industry Sponsor #246
NCT100004199,Industry,Industry Sponsor #88
NCT100004200,Industry,Industry Sponsor #370
NCT100004201,Other,Other Sponsor #121
NCT100004202,Industry,Industry Sponsor #333
NCT100004203,Other,Other Sponsor #139
NCT100004204,Industry,Industry Sponsor #387
NCT100004205,Industry,Industry Sponsor #47
NCT100004206,Industry,Industry Sponsor #141
NCT100004207,Industry,Industry Sponsor #318
NCT100004208,Industry,Industry Sponsor #326
NCT100004209,Other,Other Sponsor #261
NCT100004210,Other,Other Sponsor #330
NCT100004211,Industry,Industry Sponsor #304
NCT100004212,Other,Other Sponsor #340
NCT100004213,Industry,Industry Sponsor #48
NCT100004214,Other,Other Sponsor #387
NCT100004215,Other,Other Sponsor #157
NCT100004216,Industry,Industry Sponsor #263
NCT100004217,Other,Other Sponsor #276
NCT100004218,Industry,Industry Sponsor #378
NCT100004219,Industry,Industry Sponsor #223
NCT100004220,Industry,Industry Sponsor #197
NCT100004221,Industry,Industry Sponsor #12
NCT100004222,Other,Other Sponsor #268
NCT100004223,Other,Other Sponsor #5
NCT100004224,NIH,NIH Sponsor #146
NCT100004225,Other,Other Sponsor #169
NCT100004226,Industry,Industry Sponsor #20
NCT100004227,NIH,NIH Sponsor #109
NCT100004228,Industry,Industry Sponsor #276
NCT100004229,Other,Other Sponsor #329
NCT100004230,Industry,Industry Sponsor #226
NCT100004231,Industry,Industry Sponsor #367
NCT100004232,Other,Other Sponsor #373
NCT100004233,Other,Other Sponsor #11
NCT100004234,Industry,Industry Sponsor #350
NCT100004235,Other,Other Sponsor #328
NCT100004236,Other,Other Sponsor #166
NCT100004237,Industry,Industry Sponsor #118
NCT100004238,Other,Other Sponsor #136
NCT100004239,Other,Other Sponsor #170
NCT100004240,Other,Other Sponsor #350
NCT100004241,Other,Other Sponsor #89
NCT100004242,Industry,Industry Sponsor #388
NCT100004243,Other,Other Sponsor #287
NCT100004244,Industry,Industry Sponsor #44
NCT100004245,Industry,Industry Sponsor #194
NCT100004246,Industry,Industry Sponsor #189
NCT100004247,Industry,Industry Sponsor #25
NCT100004248,Industry,Industry Sponsor #217
NCT100004249,Industry,Industry Sponsor #207
NCT100004250,Other,Other Sponsor #54
NCT100004251,Industry,Industry Sponsor #46
NCT100004252,Industry,Industry Sponsor #229
NCT100004253,Other,Other Sponsor #212
NCT100004254,Industry,Industry Sponsor #22
NCT100004255,NIH,NIH Sponsor #136
NCT100004256,Other,Other Sponsor #258
NCT100004257,Industry,Industry Sponsor #130
NCT100004258,Industry,Industry Sponsor #145
NCT100004259,Other,Other Sponsor #182
NCT100004260,Industry,Industry Sponsor #163
NCT100004261,NIH,NIH Sponsor #330
NCT100004262,Other,Other Sponsor #183
NCT100004263,Other,Other Sponsor #269
NCT100004264,Other,Other Sponsor #347
NCT100004265,Industry,Industry Sponsor #344
NCT100004266,Other,Other Sponsor #41
NCT100004267,NIH,NIH Sponsor #186
NCT100004268,Other,Other Sponsor #303
NCT100004269,Industry,Industry Sponsor #258
NCT100004270,Industry,Industry Sponsor #160
NCT100004271,Industry,Industry Sponsor #332
NCT100004272,Industry,Industry Sponsor #299
NCT100004273,Industry,Industry Sponsor #380
NCT100004274,Industry,Industry Sponsor #192
NCT100004275,Other,Other Sponsor #355
NCT100004276,Industry,Industry Sponsor #147
NCT100004277,Other,Other Sponsor #217
NCT100004278,Industry,Industry Sponsor #46
NCT100004279,Industry,Industry Sponsor #125
NCT100004280,Industry,Industry Sponsor #257
NCT100004281,Other,Other Sponsor #2
NCT100004282,Industry,Industry Sponsor #383
NCT100004283,Industry,Industry Sponsor #183
NCT100004284,Other,Other Sponsor #155
NCT100004285,Other,Other Sponsor #346
NCT100004286,Industry,Industry Sponsor #215
NCT100004287,Other,Other Sponsor #398
NCT100004288,Industry,Industry Sponsor #176
NCT100004289,Industry,Industry Sponsor #347
NCT100004290,NIH,NIH Sponsor #185
NCT100004291,Other,Other Sponsor #276
NCT100004292,Industry,Industry Sponsor #293
NCT100004293,Other,Other Sponsor #34
NCT100004294,Other,Other Sponsor #89
NCT100004295,NIH,NIH Sponsor #238
NCT100004296,Other,Other Sponsor #33
NCT100004297,Industry,Industry Sponsor #45
NCT100004298,Industry,Industry Sponsor #329
NCT100004299,Other,Other Sponsor #20
NCT100004300,Industry,Industry Sponsor #344
NCT100004301,Industry,Industry Sponsor #161
NCT100004302,Other,Other Sponsor #157
NCT100004303,NIH,NIH Sponsor #306
NCT100004304,NIH,NIH Sponsor #137
NCT100004305,Other,Other Sponsor #376
NCT100004306,Other,Other Sponsor #329
NCT100004307,Industry,Industry Sponsor #360
NCT100004308,Industry,Industry Sponsor #208
NCT100004309,Other,Other Sponsor #43
NCT100004310,Industry,Industry Sponsor #196
NCT100004311,Industry,Industry Sponsor #139
NCT100004312,Industry,Industry Sponsor #72
NCT100004313,Industry,Industry Sponsor #26
NCT100004314,Other,Other Sponsor #137
NCT100004315,Industry,Industry Sponsor #285
NCT100004316,Industry,Industry Sponsor #96
NCT100004317,Other,Other Sponsor #76
NCT100004318,Industry,Industry Sponsor #89
NCT100004319,Other,Other Sponsor #245
NCT100004320,NIH,NIH Sponsor #368
NCT100004321,Other,Other Sponsor #300
NCT100004322,Other,Other Sponsor #49
NCT100004323,Industry,Industry Sponsor #272
NCT100004324,Other,Other Sponsor #357
NCT100004325,Other,Other Sponsor #332
NCT100004326,Industry,Industry Sponsor #51
NCT100004327,Other,Other Sponsor #302
NCT100004328,Industry,Industry Sponsor #8
NCT100004329,Industry,Industry Sponsor #132
NCT100004330,Other,Other Sponsor #287
NCT100004331,Industry,Industry Sponsor #63
NCT100004332,Other,Other Sponsor #226
NCT100004333,Other,Other Sponsor #210
NCT100004334,Industry,Industry Sponsor #337
NCT100004335,Industry,Industry Sponsor #265
NCT100004336,Industry,Industry Sponsor #195
NCT100004337,Industry,Industry Sponsor #340
NCT100004338,Industry,Industry Sponsor #368
NCT100004339,Industry,Industry Sponsor #126
NCT100004340,Industry,Industry Sponsor #275
NCT100004341,Other,Other Sponsor #313
NCT100004342,Other,Other Sponsor #295
NCT100004343,Industry,Industry Sponsor #326
NCT100004344,Industry,Industry Sponsor #169
NCT100004345,Other,Other Sponsor #276
NCT100004346,Industry,Industry Sponsor #270
NCT100004347,Industry,Industry Sponsor #384
NCT100004348,Industry,Industry Sponsor #209
NCT100004349,Industry,Industry Sponsor #160
NCT100004350,NIH,NIH Sponsor #370
NCT100004351,Industry,Industry Sponsor #95
NCT100004352,Industry,Industry Sponsor #389
NCT100004353,Industry,Industry Sponsor #75
NCT100004354,Other,Other Sponsor #396
NCT100004355,NIH,NIH Sponsor #267
NCT100004356,Other,Other Sponsor #18
NCT100004357,Industry,Industry Sponsor #171
NCT100004358,Other,Other Sponsor #383
NCT100004359,Industry,Industry Sponsor #177
NCT100004360,Industry,Industry Sponsor #249
NCT100004361,Industry,Industry Sponsor #106
NCT100004362,Industry,Industry Sponsor #79
NCT100004363,Other,Other Sponsor #257
NCT100004364,Industry,Industry Sponsor #183
NCT100004365,Other,Other Sponsor #164
NCT100004366,Industry,Industry Sponsor #112
NCT100004367,Industry,Industry Sponsor #2
NCT100004368,Industry,Industry Sponsor #176
NCT100004369,Other,Other Sponsor #34
NCT100004370,Industry,Industry Sponsor #142
NCT100004371,Industry,Industry Sponsor #52
NCT100004372,Industry,Industry Sponsor #390
NCT100004373,Industry,Industry Sponsor #223
NCT100004374,Industry,Industry Sponsor #167
NCT100004375,Other,Other Sponsor #157
NCT100004376,Other,Other Sponsor #211
NCT100004377,Other,Other Sponsor #314
NCT100004378,Other,Other Sponsor #58
NCT100004379,Industry,Industry Sponsor #340
NCT100004380,Other,Other Sponsor #118
NCT100004381,Industry,Industry Sponsor #135
NCT100004382,Other,Other Sponsor #257
NCT100004383,Industry,Industry Sponsor #375
NCT100004384,Industry,Industry Sponsor #240
NCT100004385,Other,Other Sponsor #191
NCT100004386,Other,Other Sponsor #177
NCT100004387,Industry,Industry Sponsor #51
NCT100004388,Other,Other Sponsor #135
NCT100004389,Industry,Industry Sponsor #336
NCT100004390,Industry,Industry Sponsor #206
NCT100004391,Other,Other Sponsor #251
NCT100004392,Industry,Industry Sponsor #175
NCT100004393,Industry,Industry Sponsor #19
NCT100004394,Other,Other Sponsor #40
NCT100004395,Other,Other Sponsor #54
NCT100004396,Industry,Industry Sponsor #139
NCT100004397,Other,Other Sponsor #271
NCT100004398,Other,Other Sponsor #187
NCT100004399,Other,Other Sponsor #218
NCT100004400,Industry,Industry Sponsor #123
NCT100004401,NIH,NIH Sponsor #30
NCT100004402,Industry,Industry Sponsor #110
NCT100004403,Other,Other Sponsor #39
NCT100004404,Other,Other Sponsor #253
NCT100004405,Other,Other Sponsor #161
NCT100004406,Other,Other Sponsor #356
NCT100004407,Other,Other Sponsor #342
NCT100004408,Other,Other Sponsor #187
NCT100004409,Industry,Industry Sponsor #263
NCT100004410,Other,Other Sponsor #374
NCT100004411,Other,Other Sponsor #73
NCT100004412,NIH,NIH Sponsor #65
NCT100004413,Other,Other Sponsor #82
NCT100004414,Other,Other Sponsor #76
NCT100004415,Other,Other Sponsor #136
NCT100004416,Other,Other Sponsor #352
NCT100004417,Industry,Industry Sponsor #396
NCT100004418,Other,Other Sponsor #10
NCT100004419,Other,Other Sponsor #52
NCT100004420,Other,Other Sponsor #400
NCT100004421,Other,Other Sponsor #344
NCT100004422,Industry,Industry Sponsor #102
NCT100004423,Other,Other Sponsor #227
NCT100004424,Industry,Industry Sponsor #247
NCT100004425,Industry,Industry Sponsor #6
NCT100004426,Industry,Industry Sponsor #74
NCT100004427,Other,Other Sponsor #34
NCT100004428,Industry,Industry Sponsor #265
NCT100004429,Industry,Industry Sponsor #295
NCT100004430,Other,Other Sponsor #153
NCT100004431,Industry,Industry Sponsor #314
NCT100004432,Other,Other Sponsor #312
NCT100004433,NIH,NIH Sponsor #369
NCT100004434,Industry,Industry Sponsor #59
NCT100004435,Industry,Industry Sponsor #192
NCT100004436,Other,Other Sponsor #201
NCT100004437,Industry,Industry Sponsor #127
NCT100004438,Industry,Industry Sponsor #175
NCT100004439,Industry,Industry Sponsor #388
NCT100004440,Other,Other Sponsor #73
NCT100004441,Other,Other Sponsor #388
NCT100004442,Other,Other Sponsor #3
NCT100004443,Other,Other Sponsor #246
NCT100004444,Industry,Industry Sponsor #177
NCT100004445,Industry,Industry Sponsor #392
NCT100004446,Industry,Industry Sponsor #263
NCT100004447,Industry,Industry Sponsor #309
NCT100004448,Industry,Industry Sponsor #14
NCT100004449,Industry,Industry Sponsor #294
NCT100004450,Other,Other Sponsor #169
NCT100004451,Other,Other Sponsor #324
NCT100004452,Industry,Industry Sponsor #60
NCT100004453,Other,Other Sponsor #32
NCT100004454,Industry,Industry Sponsor #366
NCT100004455,Industry,Industry Sponsor #117
NCT100004456,Industry,Industry Sponsor #372
NCT100004457,Industry,Industry Sponsor #60
NCT100004458,Industry,Industry Sponsor #156
NCT100004459,Industry,Industry Sponsor #199
NCT100004460,Industry,Industry Sponsor #305
NCT100004461,Other,Other Sponsor #245
NCT100004462,Industry,Industry Sponsor #295
NCT100004463,Industry,Industry Sponsor #180
NCT100004464,NIH,NIH Sponsor #86
NCT100004465,Industry,Industry Sponsor #349
NCT100004466,NIH,NIH Sponsor #351
NCT100004467,Industry,Industry Sponsor #371
NCT100004468,Other,Other Sponsor #209
NCT100004469,Industry,Industry Sponsor #18
NCT100004470,Industry,Industry Sponsor #21
NCT100004471,Other,Other Sponsor #115
NCT100004472,Other,Other Sponsor #228
NCT100004473,Industry,Industry Sponsor #184
NCT100004474,Industry,Industry Sponsor #17
NCT100004475,Industry,Industry Sponsor #398
NCT100004476,NIH,NIH Sponsor #144
NCT100004477,Other,Other Sponsor #194
NCT100004478,Other,Other Sponsor #314
NCT100004479,Industry,Industry Sponsor #166
NCT100004480,Industry,Industry Sponsor #367
NCT100004481,Industry,Industry Sponsor #285
NCT100004482,Other,Other Sponsor #60
NCT100004483,Industry,Industry Sponsor #74
NCT100004484,Other,Other Sponsor #155
NCT100004485,Other,Other Sponsor #282
