nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date
NCT100003880,Interventional,Phase 2,Completed,118,2020-04-20,2023-07-06
NCT100003881,Interventional,Phase 2,Unknown status,71,2013-04-09,
NCT100003882,Interventional,Phase 1,Recruiting,223,2019-08-09,
NCT100003883,Interventional,Phase 1,Terminated,163,2011-03-14,2011-10-21
NCT100003884,Interventional,Phase 3,Completed,127,2015-10-31,2018-06-07
NCT100003885,Interventional,Phase 2,Completed,69,2013-12-12,2016-06-07
NCT100003886,Interventional,Phase 2,"Active, not recruiting",11,2020-11-21,
NCT100003887,Interventional,Phase 2,Unknown status,57,2024-08-14,
NCT100003888,Interventional,Phase 2,Completed,98,2011-12-31,2014-04-20
NCT100003889,Interventional,Phase 1,Recruiting,21,2017-11-04,
NCT100003890,Interventional,Phase 1,Completed,79,2018-04-18,2019-09-09
NCT100003891,Interventional,Phase 2,Completed,56,2012-09-26,2014-03-17
NCT100003892,Interventional,Phase 1,Completed,190,2013-05-10,2016-04-01
NCT100003893,Interventional,Phase 2,Completed,12,2020-03-21,2021-12-14
NCT100003894,Interventional,Phase 3,Unknown status,516,2021-12-25,
NCT100003895,Interventional,Phase 4,Completed,36,2023-01-22,2024-12-14
NCT100003896,Interventional,Phase 3,Completed,501,2017-04-14,2019-08-12
NCT100003897,Interventional,Phase 4,Completed,6,2015-07-03,2017-11-16
NCT100003898,Interventional,Phase 1,"Active, not recruiting",45,2017-01-19,
NCT100003899,Interventional,Phase 2,"Active, not recruiting",81,2021-02-08,
NCT100003900,Interventional,Phase 4,Completed,69,2011-05-30,2014-01-13
NCT100003901,Interventional,Phase 2,Withdrawn,71,2025-01-13,2025-09-30
NCT100003902,Interventional,Phase 1,Recruiting,773,2022-11-23,
NCT100003903,Interventional,Phase 2,Completed,12,2014-11-23,2017-12-08
NCT100003904,Interventional,Phase 3,Completed,25,2020-11-19,2024-07-19
NCT100003905,Interventional,Phase 1,Terminated,14,2018-06-08,2019-02-17
NCT100003906,Interventional,Phase 3,Recruiting,1226,2022-08-07,
NCT100003907,Interventional,Phase 3,Completed,96,2011-12-23,2014-04-15
NCT100003908,Interventional,Phase 2,Terminated,15,2020-02-24,2020-08-06
NCT100003909,Interventional,Phase 1,Completed,14,2012-02-16,2014-09-13
NCT100003910,Interventional,Phase 3,"Active, not recruiting",299,2012-09-28,
NCT100003911,Interventional,Phase 2,Completed,429,2023-01-21,2025-09-28
NCT100003912,Interventional,Phase 2,Completed,27,2014-07-11,2016-09-30
NCT100003913,Interventional,Phase 1,Withdrawn,41,2014-08-28,2015-06-23
NCT100003914,Interventional,Phase 1,"Active, not recruiting",111,2025-11-08,
NCT100003915,Interventional,Phase 2,Completed,5,2017-10-10,2020-08-05
NCT100003916,Interventional,Phase 2,Completed,313,2013-09-02,2015-01-25
NCT100003917,Interventional,Phase 3,Unknown status,290,2016-03-22,
NCT100003918,Interventional,Phase 2,"Active, not recruiting",33,2023-06-07,
NCT100003919,Interventional,Phase 2,Completed,164,2015-12-18,2018-07-17
NCT100003920,Interventional,Phase 1,Completed,148,2022-09-05,2024-11-17
NCT100003921,Interventional,Phase 2,"Active, not recruiting",34,2017-01-22,
NCT100003922,Interventional,Phase 2,Completed,88,2025-03-22,2025-12-31
NCT100003923,Interventional,Phase 4,Terminated,60,2017-03-15,2018-09-18
NCT100003924,Interventional,Phase 2,Completed,155,2014-01-22,2016-05-28
NCT100003925,Interventional,Phase 2,Recruiting,705,2019-10-04,
NCT100003926,Interventional,Phase 2,Completed,38,2011-10-27,2013-06-29
NCT100003927,Interventional,Phase 2,"Active, not recruiting",922,2014-02-17,
NCT100003928,Interventional,Phase 1,Completed,651,2013-03-17,2015-03-02
NCT100003929,Interventional,Phase 1,Completed,91,2011-10-10,2014-07-16
NCT100003930,Interventional,Phase 2,Completed,29,2017-10-21,2020-02-14
NCT100003931,Interventional,Phase 2,Completed,130,2016-03-31,2018-05-06
NCT100003932,Interventional,Phase 3,Completed,36,2016-11-29,2019-03-25
NCT100003933,Interventional,Phase 3,Recruiting,549,2018-11-02,
NCT100003934,Interventional,Phase 2,"Active, not recruiting",78,2013-10-27,
NCT100003935,Interventional,Phase 3,Completed,19,2023-05-08,2025-12-31
NCT100003936,Interventional,Phase 3,"Active, not recruiting",136,2014-12-08,
NCT100003937,Interventional,Phase 2,Completed,28,2012-06-05,2014-03-07
NCT100003938,Interventional,Phase 2,Completed,287,2019-07-01,2021-09-28
NCT100003939,Interventional,Phase 3,Completed,125,2013-01-04,2015-04-10
NCT100003940,Interventional,Phase 2,Withdrawn,236,2016-07-11,2017-05-30
NCT100003941,Interventional,Phase 1,Terminated,11,2014-01-05,2014-05-17
NCT100003942,Interventional,Phase 1,"Active, not recruiting",16,2017-03-28,
NCT100003943,Interventional,Phase 1,Completed,17,2020-02-23,2021-12-20
NCT100003944,Interventional,Phase 1,Terminated,198,2014-12-04,2016-06-02
NCT100003945,Interventional,Phase 1,Terminated,33,2020-02-01,2021-03-26
NCT100003946,Interventional,Phase 1,"Active, not recruiting",114,2014-01-16,
NCT100003947,Interventional,Phase 2,Completed,201,2019-08-01,2022-10-07
NCT100003948,Interventional,Phase 1,Unknown status,63,2014-12-11,
NCT100003949,Interventional,Phase 3,Recruiting,489,2012-08-18,
NCT100003950,Interventional,Phase 1,Completed,60,2013-06-22,2016-10-02
NCT100003951,Interventional,Phase 2,Completed,286,2025-10-05,2025-12-31
NCT100003952,Interventional,Phase 3,Withdrawn,140,2013-04-28,2014-10-06
NCT100003953,Interventional,Phase 4,Completed,36,2024-11-27,2025-12-31
NCT100003954,Interventional,Phase 1,"Active, not recruiting",17,2023-10-15,
NCT100003955,Interventional,Phase 2,Completed,19,2011-05-04,2013-02-13
NCT100003956,Interventional,Phase 3,Unknown status,335,2021-01-09,
NCT100003957,Interventional,Phase 4,Completed,52,2017-05-01,2019-07-28
NCT100003958,Interventional,Phase 4,Completed,24,2015-12-19,2017-11-09
NCT100003959,Interventional,Phase 1,Terminated,14,2019-02-10,2020-04-14
NCT100003960,Interventional,Phase 1,Completed,165,2023-11-11,2025-04-09
NCT100003961,Interventional,Phase 2,Completed,108,2020-11-20,2022-12-30
NCT100003962,Interventional,Phase 4,Recruiting,108,2018-01-31,
NCT100003963,Interventional,Phase 3,Terminated,62,2020-11-14,2022-01-01
NCT100003964,Interventional,Phase 4,Completed,1667,2020-08-21,2024-01-09
NCT100003965,Interventional,Phase 4,Recruiting,5,2016-02-24,
NCT100003966,Interventional,Phase 4,"Active, not recruiting",145,2020-04-07,
NCT100003967,Interventional,Phase 4,Recruiting,9,2017-05-05,
NCT100003968,Interventional,Phase 1,Recruiting,150,2013-12-29,
NCT100003969,Interventional,Phase 1,Completed,153,2011-03-04,2013-04-28
NCT100003970,Interventional,Phase 3,Terminated,233,2024-10-18,2025-04-25
NCT100003971,Interventional,Phase 2,Completed,53,2024-01-26,2025-12-31
NCT100003972,Interventional,Phase 2,Completed,44,2011-02-18,2012-05-20
NCT100003973,Interventional,Phase 1,Unknown status,2702,2022-10-14,
NCT100003974,Interventional,Phase 4,Completed,758,2011-09-14,2014-08-30
NCT100003975,Interventional,Phase 3,Completed,143,2024-05-23,2026-09-25
NCT100003976,Interventional,Phase 3,Unknown status,178,2025-02-21,
NCT100003977,Interventional,Phase 2,Recruiting,23,2022-04-10,
NCT100003978,Interventional,Phase 3,Completed,68,2011-02-06,2012-08-15
NCT100003979,Interventional,Phase 1,Unknown status,10,2012-12-16,
NCT100003980,Interventional,Phase 1,Completed,62,2017-02-04,2021-02-17
NCT100003981,Interventional,Phase 4,Recruiting,78,2020-05-07,
NCT100003982,Interventional,Phase 2,Completed,195,2012-06-19,2014-04-16
NCT100003983,Interventional,Phase 4,Completed,97,2013-07-15,2016-10-22
NCT100003984,Interventional,Phase 2,Completed,473,2025-04-22,2026-07-13
NCT100003985,Interventional,Phase 2,Completed,186,2020-02-24,2021-12-14
NCT100003986,Interventional,Phase 2,Completed,88,2022-09-24,2024-02-25
NCT100003987,Interventional,Phase 2,Completed,357,2020-05-17,2022-08-11
NCT100003988,Interventional,Phase 4,Completed,269,2014-02-14,2015-12-26
NCT100003989,Interventional,Phase 3,Completed,17,2018-05-09,2020-04-04
NCT100003990,Interventional,Phase 4,Terminated,68,2013-08-28,2014-06-29
NCT100003991,Interventional,Phase 3,Withdrawn,108,2015-11-18,2016-12-19
NCT100003992,Interventional,Phase 2,Unknown status,218,2016-11-22,
NCT100003993,Interventional,Phase 3,Completed,442,2011-01-22,2012-06-27
NCT100003994,Interventional,Phase 1,"Active, not recruiting",256,2013-11-08,
NCT100003995,Interventional,Phase 2,Completed,255,2013-05-27,2014-08-31
NCT100003996,Interventional,Phase 1,Completed,42,2024-01-21,2025-12-31
NCT100003997,Interventional,Phase 1,Unknown status,87,2012-11-06,
NCT100003998,Interventional,Phase 2,Withdrawn,343,2011-12-04,2013-01-26
NCT100003999,Interventional,Phase 2,Withdrawn,265,2014-01-08,2014-08-20
NCT100004000,Interventional,Phase 2,Completed,36,2020-09-23,2022-10-01
NCT100004001,Interventional,Phase 3,Completed,6,2020-03-13,2022-11-18
NCT100004002,Interventional,Phase 2,Withdrawn,5,2021-03-23,2021-09-02
NCT100004003,Interventional,Phase 3,Completed,39,2011-04-11,2013-01-05
NCT100004004,Interventional,Phase 2,Completed,51,2017-07-07,2020-06-17
NCT100004005,Interventional,Phase 4,"Active, not recruiting",10,2018-08-28,
NCT100004006,Interventional,Phase 3,Completed,48,2025-03-07,2025-12-31
NCT100004007,Interventional,Phase 2,Unknown status,1138,2020-06-12,
NCT100004008,Interventional,Phase 2,Recruiting,89,2019-04-19,
NCT100004009,Interventional,Phase 1,Completed,323,2023-11-23,2026-09-23
NCT100004010,Interventional,Phase 3,Completed,32,2020-04-23,2022-08-07
NCT100004011,Interventional,Phase 2,Unknown status,5,2015-04-24,
NCT100004012,Interventional,Phase 4,Completed,46,2025-02-02,2025-12-31
NCT100004013,Interventional,Phase 1,Terminated,122,2017-11-03,2018-09-27
NCT100004014,Interventional,Phase 2,Terminated,502,2020-10-31,2021-11-29
NCT100004015,Interventional,Phase 1,Completed,900,2016-01-18,2018-12-02
NCT100004016,Interventional,Phase 4,Unknown status,75,2020-02-03,
NCT100004017,Interventional,Phase 1,Completed,1085,2024-02-21,2025-09-30
NCT100004018,Interventional,Phase 2,Completed,8,2013-05-31,2015-07-14
NCT100004019,Interventional,Phase 2,Withdrawn,99,2021-10-26,2022-05-20
NCT100004020,Interventional,Phase 2,Terminated,396,2019-05-31,2020-05-28
NCT100004021,Interventional,Phase 1,"Active, not recruiting",46,2017-08-06,
NCT100004022,Interventional,Phase 2,Completed,73,2014-12-08,2016-05-13
NCT100004023,Interventional,Phase 4,"Active, not recruiting",43,2011-09-22,
NCT100004024,Interventional,Phase 2,Completed,267,2013-08-03,2015-04-22
NCT100004025,Interventional,Phase 2,Completed,34,2012-09-19,2014-07-30
NCT100004026,Interventional,Phase 4,Completed,81,2011-07-17,2013-03-26
NCT100004027,Interventional,Phase 1,Unknown status,31,2012-05-12,
NCT100004028,Interventional,Phase 2,Completed,82,2021-05-22,2023-07-13
NCT100004029,Interventional,Phase 3,Completed,125,2018-07-11,2021-03-02
NCT100004030,Interventional,Phase 2,Completed,165,2025-12-12,2025-12-31
NCT100004031,Interventional,Phase 2,Completed,35,2012-06-05,2015-07-29
NCT100004032,Interventional,Phase 1,Recruiting,76,2017-03-08,
NCT100004033,Interventional,Phase 2,Unknown status,39,2014-06-20,
NCT100004034,Interventional,Phase 2,Withdrawn,21,2017-05-29,2018-08-27
NCT100004035,Interventional,Phase 3,Completed,49,2023-02-08,2025-08-26
NCT100004036,Interventional,Phase 2,Completed,111,2019-12-21,2021-03-04
NCT100004037,Interventional,Phase 3,Completed,44,2012-10-13,2016-06-20
NCT100004038,Interventional,Phase 2,Completed,30,2014-09-03,2015-10-22
NCT100004039,Interventional,Phase 3,Recruiting,166,2016-06-04,
NCT100004040,Interventional,Phase 2,Completed,131,2019-07-21,2022-08-24
NCT100004041,Interventional,Phase 2,Completed,28,2023-12-05,2025-12-31
NCT100004042,Interventional,Phase 1,"Active, not recruiting",32,2017-08-08,
NCT100004043,Interventional,Phase 4,Recruiting,12,2012-11-15,
NCT100004044,Interventional,Phase 4,Completed,65,2023-05-30,2026-01-03
NCT100004045,Interventional,Phase 1,Terminated,88,2017-05-18,2018-02-27
NCT100004046,Interventional,Phase 2,Terminated,45,2015-02-25,2015-12-13
NCT100004047,Interventional,Phase 2,Completed,256,2015-11-14,2017-07-11
NCT100004048,Interventional,Phase 3,Withdrawn,93,2016-04-12,2017-09-30
NCT100004049,Interventional,Phase 2,Withdrawn,26,2024-06-30,2025-06-22
NCT100004050,Interventional,Phase 4,Completed,78,2024-05-21,2025-12-31
NCT100004051,Interventional,Phase 3,Recruiting,106,2022-04-25,
NCT100004052,Interventional,Phase 1,Completed,109,2016-03-02,2017-11-29
NCT100004053,Interventional,Phase 1,Completed,30,2021-05-07,2023-05-11
NCT100004054,Interventional,Phase 4,Completed,46,2025-01-17,2026-10-24
NCT100004055,Interventional,Phase 2,Completed,13,2016-06-22,2018-11-30
NCT100004056,Interventional,Phase 1,Terminated,45,2012-07-15,2013-12-14
NCT100004057,Interventional,Phase 4,Completed,57,2025-04-17,2025-12-31
NCT100004058,Interventional,Phase 4,Recruiting,66,2025-12-08,
NCT100004059,Interventional,Phase 4,Completed,33,2018-09-16,2021-05-23
NCT100004060,Interventional,Phase 2,Completed,21,2019-10-26,2023-01-16
NCT100004061,Interventional,Phase 4,Completed,80,2018-02-27,2020-05-11
NCT100004062,Interventional,Phase 3,Completed,544,2015-11-27,2018-07-22
NCT100004063,Interventional,Phase 1,Completed,6,2016-02-20,2017-12-15
NCT100004064,Interventional,Phase 4,"Active, not recruiting",10,2022-11-14,
NCT100004065,Interventional,Phase 3,Terminated,30,2011-05-06,2013-01-04
NCT100004066,Interventional,Phase 2,Withdrawn,112,2022-10-27,2024-03-03
NCT100004067,Interventional,Phase 1,Unknown status,6,2020-06-08,
NCT100004068,Interventional,Phase 1,Completed,87,2016-11-04,2019-02-25
NCT100004069,Interventional,Phase 3,Completed,55,2014-01-29,2016-01-02
NCT100004070,Interventional,Phase 3,Completed,193,2025-05-16,2025-12-31
NCT100004071,Interventional,Phase 1,Terminated,23,2023-01-04,2023-11-24
NCT100004072,Interventional,Phase 4,Completed,34,2017-06-20,2019-04-19
NCT100004073,Interventional,Phase 2,Unknown status,8,2025-02-25,
NCT100004074,Interventional,Phase 3,Completed,440,2024-08-18,2026-12-31
NCT100004075,Interventional,Phase 1,Completed,29,2021-07-10,2023-08-06
NCT100004076,Interventional,Phase 3,Unknown status,45,2025-12-22,
NCT100004077,Interventional,Phase 1,Completed,53,2021-11-18,2024-12-16
NCT100004078,Interventional,Phase 3,Withdrawn,195,2016-09-19,2017-11-29
NCT100004079,Interventional,Phase 1,"Active, not recruiting",417,2014-09-21,
NCT100004080,Interventional,Phase 1,Terminated,307,2019-08-29,2020-09-19
NCT100004081,Interventional,Phase 4,Completed,785,2011-08-03,2015-05-18
NCT100004082,Interventional,Phase 1,Completed,61,2025-05-24,2025-12-31
NCT100004083,Interventional,Phase 4,Completed,12,2022-10-23,2025-07-05
NCT100004084,Interventional,Phase 2,Terminated,74,2016-08-31,2018-03-17
NCT100004085,Interventional,Phase 1,Completed,50,2021-07-09,2023-04-22
NCT100004086,Interventional,Phase 3,Recruiting,728,2018-10-28,
NCT100004087,Interventional,Phase 4,Terminated,52,2021-12-19,2022-11-16
NCT100004088,Interventional,Phase 1,Completed,9,2014-07-31,2015-11-18
NCT100004089,Interventional,Phase 1,Completed,50,2024-09-04,2025-12-31
NCT100004090,Interventional,Phase 1,Terminated,305,2019-04-12,2020-08-12
NCT100004091,Interventional,Phase 4,Completed,127,2023-03-22,2025-12-31
NCT100004092,Interventional,Phase 3,"Active, not recruiting",92,2017-06-14,
NCT100004093,Interventional,Phase 1,Completed,196,2015-07-21,2017-02-08
NCT100004094,Interventional,Phase 2,Completed,384,2016-12-13,2019-01-14
NCT100004095,Interventional,Phase 3,Completed,767,2012-11-04,2015-06-17
NCT100004096,Interventional,Phase 2,Completed,99,2022-04-22,2023-09-21
NCT100004097,Interventional,Phase 2,Completed,60,2025-05-26,2025-12-31
NCT100004098,Interventional,Phase 3,Terminated,206,2021-10-15,2023-11-12
NCT100004099,Interventional,Phase 1,Unknown status,69,2017-12-03,
NCT100004100,Interventional,Phase 3,Unknown status,552,2015-01-23,
NCT100004101,Interventional,Phase 2,Completed,374,2017-06-05,2019-12-24
NCT100004102,Interventional,Phase 1,"Active, not recruiting",78,2021-08-08,
NCT100004103,Interventional,Phase 2,Recruiting,439,2011-02-13,
NCT100004104,Interventional,Phase 1,Recruiting,358,2018-06-15,
NCT100004105,Interventional,Phase 1,Recruiting,107,2018-06-02,
NCT100004106,Interventional,Phase 3,Completed,149,2024-12-31,2025-12-31
NCT100004107,Interventional,Phase 1,Unknown status,75,2022-11-25,
NCT100004108,Interventional,Phase 2,Completed,66,2024-11-15,2025-12-31
NCT100004109,Interventional,Phase 3,Completed,101,2024-08-04,2025-12-31
NCT100004110,Interventional,Phase 3,Completed,281,2022-07-13,2025-02-28
NCT100004111,Interventional,Phase 3,Completed,43,2025-07-13,2025-12-31
NCT100004112,Interventional,Phase 3,Completed,40,2017-01-17,2021-06-06
NCT100004113,Interventional,Phase 2,Completed,66,2021-04-02,2023-01-16
NCT100004114,Interventional,Phase 1,Completed,21,2016-12-31,2019-04-19
NCT100004115,Interventional,Phase 3,Completed,13,2015-12-25,2018-09-21
NCT100004116,Interventional,Phase 2,Completed,169,2023-12-22,2025-12-31
NCT100004117,Interventional,Phase 2,Withdrawn,2632,2021-10-30,2022-09-19
NCT100004118,Interventional,Phase 2,Completed,131,2018-08-05,2020-08-28
NCT100004119,Interventional,Phase 2,Withdrawn,71,2019-07-13,2020-11-03
NCT100004120,Interventional,Phase 3,Withdrawn,173,2020-09-21,2021-08-28
NCT100004121,Interventional,Phase 3,Completed,13,2024-08-22,2025-12-31
NCT100004122,Interventional,Phase 1,Recruiting,370,2022-02-26,
NCT100004123,Interventional,Phase 3,Completed,43,2022-02-02,2025-12-27
NCT100004124,Interventional,Phase 4,Completed,209,2023-09-18,2025-07-05
NCT100004125,Interventional,Phase 1,Completed,83,2019-04-16,2020-11-11
NCT100004126,Interventional,Phase 2,"Active, not recruiting",79,2023-07-25,
NCT100004127,Interventional,Phase 4,Completed,57,2020-03-28,2023-12-24
NCT100004128,Interventional,Phase 1,Completed,27,2019-03-25,2022-10-10
NCT100004129,Interventional,Phase 2,Completed,19,2018-04-23,2019-12-10
NCT100004130,Interventional,Phase 2,Completed,63,2024-10-24,2026-09-13
NCT100004131,Interventional,Phase 1,Recruiting,20,2022-01-25,
NCT100004132,Interventional,Phase 3,Completed,152,2011-11-17,2014-09-01
NCT100004133,Interventional,Phase 2,Completed,101,2024-07-03,2025-12-31
NCT100004134,Interventional,Phase 1,Recruiting,293,2025-01-16,
NCT100004135,Interventional,Phase 2,Completed,179,2019-01-30,2021-04-03
NCT100004136,Interventional,Phase 2,Completed,24,2022-05-12,2025-04-22
NCT100004137,Interventional,Phase 3,Completed,33,2022-11-28,2025-02-07
NCT100004138,Interventional,Phase 3,Completed,103,2015-11-11,2018-05-27
NCT100004139,Interventional,Phase 3,Withdrawn,70,2022-01-08,2023-05-03
NCT100004140,Interventional,Phase 3,Completed,131,2023-10-11,2026-01-24
NCT100004141,Interventional,Phase 3,Completed,316,2011-03-20,2013-12-28
NCT100004142,Interventional,Phase 1,Completed,174,2024-10-24,2026-09-10
NCT100004143,Interventional,Phase 2,Completed,40,2013-12-15,2017-05-13
NCT100004144,Interventional,Phase 1,Completed,75,2020-07-10,2022-02-02
NCT100004145,Interventional,Phase 4,Completed,325,2023-04-17,2026-03-24
NCT100004146,Interventional,Phase 1,Terminated,108,2019-10-04,2020-07-20
NCT100004147,Interventional,Phase 2,Completed,481,2022-01-30,2026-04-01
NCT100004148,Interventional,Phase 2,"Active, not recruiting",187,2024-08-14,
NCT100004149,Interventional,Phase 2,Completed,1771,2011-01-14,2012-09-15
NCT100004150,Interventional,Phase 1,"Active, not recruiting",542,2019-02-10,
NCT100004151,Interventional,Phase 4,Completed,48,2014-01-14,2015-10-30
NCT100004152,Interventional,Phase 3,Recruiting,455,2023-06-26,
NCT100004153,Interventional,Phase 1,Recruiting,103,2020-06-18,
NCT100004154,Interventional,Phase 2,Completed,43,2024-09-15,2026-11-09
NCT100004155,Interventional,Phase 1,Completed,141,2017-01-19,2020-01-01
NCT100004156,Interventional,Phase 3,Withdrawn,536,2020-07-19,2022-01-05
NCT100004157,Interventional,Phase 1,Unknown status,50,2022-03-03,
NCT100004158,Interventional,Phase 1,Completed,219,2013-05-08,2014-10-02
NCT100004159,Interventional,Phase 2,Completed,79,2016-08-01,2018-08-10
NCT100004160,Interventional,Phase 2,Completed,30,2024-02-14,2026-06-27
NCT100004161,Interventional,Phase 3,Completed,676,2016-06-21,2019-05-02
NCT100004162,Interventional,Phase 3,Completed,61,2020-11-07,2023-03-08
NCT100004163,Interventional,Phase 3,Unknown status,73,2018-01-27,
NCT100004164,Interventional,Phase 2,Completed,162,2025-10-24,2025-12-31
NCT100004165,Interventional,Phase 1,Completed,63,2013-09-03,2015-02-17
NCT100004166,Interventional,Phase 1,Completed,5,2012-04-04,2013-09-23
NCT100004167,Interventional,Phase 3,Withdrawn,34,2018-12-12,2020-02-21
NCT100004168,Interventional,Phase 2,"Active, not recruiting",269,2016-01-17,
NCT100004169,Interventional,Phase 4,Completed,5,2020-07-15,2022-08-04
NCT100004170,Interventional,Phase 4,Completed,17,2013-12-02,2018-10-22
NCT100004171,Interventional,Phase 3,Completed,14,2011-07-06,2013-05-18
NCT100004172,Interventional,Phase 2,Unknown status,397,2023-06-09,
NCT100004173,Interventional,Phase 1,"Active, not recruiting",15,2017-05-31,
NCT100004174,Interventional,Phase 1,"Active, not recruiting",161,2015-07-14,
NCT100004175,Interventional,Phase 3,Completed,123,2016-10-17,2019-03-19
NCT100004176,Interventional,Phase 2,Completed,255,2024-04-16,2025-12-31
NCT100004177,Interventional,Phase 2,Terminated,75,2022-04-06,2022-12-03
NCT100004178,Interventional,Phase 1,Unknown status,55,2022-08-23,
NCT100004179,Interventional,Phase 3,Completed,92,2025-06-17,2025-12-31
NCT100004180,Interventional,Phase 1,Unknown status,271,2013-04-02,
NCT100004181,Interventional,Phase 3,Completed,79,2019-08-01,2021-10-05
NCT100004182,Interventional,Phase 1,Completed,99,2024-10-05,2025-12-31
NCT100004183,Interventional,Phase 3,Recruiting,24,2016-02-20,
NCT100004184,Interventional,Phase 2,Completed,216,2012-11-02,2014-06-01
NCT100004185,Interventional,Phase 3,Completed,60,2020-03-26,2021-11-23
NCT100004186,Interventional,Phase 4,"Active, not recruiting",6,2017-05-06,
NCT100004187,Interventional,Phase 1,Recruiting,124,2012-07-05,
NCT100004188,Interventional,Phase 3,"Active, not recruiting",22,2020-08-14,
NCT100004189,Interventional,Phase 4,Withdrawn,16,2017-02-09,2018-04-07
NCT100004190,Interventional,Phase 1,Completed,134,2017-04-27,2019-03-25
NCT100004191,Interventional,Phase 1,Recruiting,137,2014-04-17,
NCT100004192,Interventional,Phase 2,Completed,49,2012-12-25,2014-08-09
NCT100004193,Interventional,Phase 2,Recruiting,100,2015-03-15,
NCT100004194,Interventional,Phase 3,"Active, not recruiting",202,2022-01-27,
NCT100004195,Interventional,Phase 3,Completed,137,2024-03-23,2026-10-05
NCT100004196,Interventional,Phase 2,"Active, not recruiting",17,2021-06-15,
NCT100004197,Interventional,Phase 2,"Active, not recruiting",353,2011-01-08,
NCT100004198,Interventional,Phase 2,Completed,58,2022-07-25,2023-11-25
NCT100004199,Interventional,Phase 3,Completed,128,2022-02-11,2024-03-24
NCT100004200,Interventional,Phase 3,Recruiting,61,2019-06-30,
NCT100004201,Interventional,Phase 2,Completed,9,2025-02-16,2026-05-02
NCT100004202,Interventional,Phase 4,Completed,66,2012-11-15,2016-02-06
NCT100004203,Interventional,Phase 1,Terminated,180,2021-05-05,2022-02-26
NCT100004204,Interventional,Phase 1,Recruiting,55,2022-08-09,
NCT100004205,Interventional,Phase 2,Recruiting,779,2021-06-22,
NCT100004206,Interventional,Phase 2,Completed,7,2021-08-13,2023-07-28
NCT100004207,Interventional,Phase 2,Completed,12,2013-07-18,2014-11-13
NCT100004208,Interventional,Phase 4,Completed,16,2021-04-11,2022-12-12
NCT100004209,Interventional,Phase 4,Terminated,73,2024-09-01,2025-04-14
NCT100004210,Interventional,Phase 3,Completed,89,2014-04-03,2016-07-09
NCT100004211,Interventional,Phase 2,Recruiting,177,2016-06-28,
NCT100004212,Interventional,Phase 2,Completed,26,2020-02-25,2022-06-11
NCT100004213,Interventional,Phase 2,Completed,80,2020-12-16,2022-10-29
NCT100004214,Interventional,Phase 3,Completed,111,2025-01-14,2025-12-31
NCT100004215,Interventional,Phase 3,Recruiting,34,2011-06-26,
NCT100004216,Interventional,Phase 2,Withdrawn,168,2022-12-15,2024-02-14
NCT100004217,Interventional,Phase 1,Recruiting,43,2018-01-17,
NCT100004218,Interventional,Phase 1,Unknown status,520,2021-02-13,
NCT100004219,Interventional,Phase 4,Completed,91,2015-02-09,2016-11-11
NCT100004220,Interventional,Phase 1,Terminated,42,2023-03-27,2024-06-03
NCT100004221,Interventional,Phase 2,Completed,75,2021-07-29,2023-12-03
NCT100004222,Interventional,Phase 1,Terminated,5,2020-08-14,2021-07-20
NCT100004223,Interventional,Phase 4,"Active, not recruiting",5,2024-12-02,
NCT100004224,Interventional,Phase 3,Unknown status,848,2024-05-24,
NCT100004225,Interventional,Phase 2,Terminated,47,2021-01-26,2022-05-20
NCT100004226,Interventional,Phase 1,Completed,261,2024-11-09,2025-12-31
NCT100004227,Interventional,Phase 1,Unknown status,37,2020-07-01,
NCT100004228,Interventional,Phase 2,Completed,61,2020-02-11,2023-06-24
NCT100004229,Interventional,Phase 1,Terminated,98,2015-09-18,2016-03-17
NCT100004230,Interventional,Phase 2,Completed,93,2025-06-18,2025-12-31
NCT100004231,Interventional,Phase 3,Unknown status,163,2014-04-08,
NCT100004232,Interventional,Phase 2,Completed,14,2014-03-05,2016-08-20
NCT100004233,Interventional,Phase 1,Terminated,399,2024-09-09,2025-11-26
NCT100004234,Interventional,Phase 3,"Active, not recruiting",69,2025-04-18,
NCT100004235,Interventional,Phase 3,Completed,262,2022-11-15,2026-03-24
NCT100004236,Interventional,Phase 1,Unknown status,152,2011-12-22,
NCT100004237,Interventional,Phase 3,Withdrawn,143,2018-07-15,2019-10-31
NCT100004238,Interventional,Phase 1,Recruiting,23,2015-05-30,
NCT100004239,Interventional,Phase 2,Terminated,22,2017-05-07,2017-10-27
NCT100004240,Interventional,Phase 4,Completed,10,2011-06-22,2013-08-21
NCT100004241,Interventional,Phase 4,Completed,14,2018-10-01,2020-04-22
NCT100004242,Interventional,Phase 4,Completed,68,2021-12-09,2024-01-18
NCT100004243,Interventional,Phase 2,Completed,402,2015-01-14,2016-05-30
NCT100004244,Interventional,Phase 2,Completed,447,2014-08-13,2015-11-03
NCT100004245,Interventional,Phase 3,Completed,397,2020-09-22,2024-03-07
NCT100004246,Interventional,Phase 1,Unknown status,34,2022-08-29,
NCT100004247,Interventional,Phase 2,Recruiting,55,2018-01-23,
NCT100004248,Interventional,Phase 2,Completed,166,2022-10-29,2024-07-08
NCT100004249,Interventional,Phase 3,Completed,43,2020-08-31,2022-11-01
NCT100004250,Interventional,Phase 2,Completed,34,2022-08-11,2024-09-26
NCT100004251,Interventional,Phase 1,Recruiting,147,2013-12-22,
