nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100003502,Interventional,Phase 1,Completed,572,2018-10-10,2021-04-29,Other,Other Sponsor #386,Psoriasis,932
NCT100003503,Interventional,Phase 4,Completed,328,2025-02-09,2025-12-31,Industry,Industry Sponsor #240,Chronic Kidney Disease,325
NCT100003504,Interventional,Phase 3,"Active, not recruiting",194,2012-02-10,,Industry,Industry Sponsor #35,Coronary Artery Disease,
NCT100003505,Interventional,Phase 4,Completed,115,2014-10-02,2016-11-29,Industry,Industry Sponsor #265,Osteoarthritis,789
NCT100003506,Interventional,Phase 4,Completed,25,2017-10-08,2020-09-02,Industry,Industry Sponsor #357,Major Depressive Disorder,1060
NCT100003507,Interventional,Phase 1,Completed,34,2012-08-16,2014-04-13,Industry,Industry Sponsor #358,Migraine,605
NCT100003508,Interventional,Phase 2,Completed,81,2024-10-24,2026-03-31,Industry,Industry Sponsor #211,Obesity,523
NCT100003509,Interventional,Phase 2,Recruiting,159,2013-02-28,,Industry,Industry Sponsor #228,Obesity,
NCT100003510,Interventional,Phase 2,Completed,42,2011-11-23,2016-01-26,Industry,Industry Sponsor #248,Chronic Obstructive Pulmonary Disease,1525
NCT100003511,Interventional,Phase 3,Recruiting,22,2018-10-08,,Industry,Industry Sponsor #62,Rheumatoid Arthritis,
NCT100003512,Interventional,Phase 1,Completed,43,2012-02-16,2013-08-10,Industry,Industry Sponsor #244,Non-Small Cell Lung Cancer,541
NCT100003513,Interventional,Phase 3,Terminated,62,2014-07-16,2015-07-08,Industry,Industry Sponsor #221,Ulcerative Colitis,357
NCT100003514,Interventional,Phase 3,Recruiting,25,2025-04-30,,Other,Other Sponsor #24,Chronic Obstructive Pulmonary Disease,
NCT100003515,Interventional,Phase 2,Withdrawn,45,2024-05-27,2025-04-05,Industry,Industry Sponsor #87,Schizophrenia,313
NCT100003516,Interventional,Phase 3,Completed,138,2025-12-25,2025-12-31,Other,Other Sponsor #162,Multiple Sclerosis,6
NCT100003517,Interventional,Phase 3,Terminated,388,2015-02-25,2016-07-22,Other,Other Sponsor #72,HIV Infections,513
NCT100003518,Interventional,Phase 1,Terminated,5,2020-11-03,2021-10-11,Other,Other Sponsor #359,Migraine,342
NCT100003519,Interventional,Phase 3,Completed,112,2016-03-03,2017-12-31,Industry,Industry Sponsor #106,Type 2 Diabetes Mellitus,668
NCT100003520,Interventional,Phase 3,Completed,111,2022-07-20,2024-06-26,Industry,Industry Sponsor #347,Breast Cancer,707
NCT100003521,Interventional,Phase 1,Terminated,94,2018-08-01,2019-01-10,Other,Other Sponsor #393,Schizophrenia,162
NCT100003522,Interventional,Phase 3,Completed,223,2012-01-17,2014-01-13,NIH,NIH Sponsor #82,Migraine,727
NCT100003523,Interventional,Phase 1,Unknown status,24,2012-10-26,,Other,Other Sponsor #394,Alzheimer's Disease,
NCT100003524,Interventional,Phase 2,"Active, not recruiting",76,2020-01-25,,Industry,Industry Sponsor #4,Coronary Artery Disease,
NCT100003525,Interventional,Phase 2,Terminated,36,2019-02-02,2019-12-11,Industry,Industry Sponsor #81,Osteoarthritis,312
NCT100003526,Interventional,Phase 2,Completed,25,2012-05-04,2014-03-19,Other,Other Sponsor #45,Alzheimer's Disease,684
NCT100003527,Interventional,Phase 2,Terminated,105,2016-05-16,2017-03-17,Other,Other Sponsor #10,Psoriasis,305
NCT100003528,Interventional,Phase 3,Completed,364,2012-09-30,2014-05-09,NIH,NIH Sponsor #14,Schizophrenia,586
NCT100003529,Interventional,Phase 2,Completed,30,2015-11-17,2018-05-21,Other,Other Sponsor #2,Schizophrenia,916
NCT100003530,Interventional,Phase 2,Completed,103,2012-04-16,2013-12-31,Other,Other Sponsor #288,Non-Small Cell Lung Cancer,624
NCT100003531,Interventional,Phase 3,Recruiting,36,2016-06-24,,Other,Other Sponsor #380,Migraine,
NCT100003532,Interventional,Phase 1,"Active, not recruiting",19,2019-05-08,,Industry,Industry Sponsor #3,Chronic Kidney Disease,
NCT100003533,Interventional,Phase 4,Completed,390,2017-06-12,2019-10-06,Industry,Industry Sponsor #59,Ulcerative Colitis,846
NCT100003534,Interventional,Phase 2,"Active, not recruiting",53,2024-07-11,,Other,Other Sponsor #27,Non-Small Cell Lung Cancer,
NCT100003535,Interventional,Phase 4,Recruiting,25,2015-11-08,,NIH,NIH Sponsor #73,Ulcerative Colitis,
NCT100003536,Interventional,Phase 1,Recruiting,74,2024-04-16,,Other,Other Sponsor #59,Schizophrenia,
NCT100003537,Interventional,Phase 4,Completed,114,2020-06-04,2021-11-29,Industry,Industry Sponsor #229,Chronic Obstructive Pulmonary Disease,543
NCT100003538,Interventional,Phase 2,Completed,1695,2018-07-03,2020-06-28,Industry,Industry Sponsor #34,Chronic Kidney Disease,726
NCT100003539,Interventional,Phase 1,Unknown status,112,2018-06-07,,Industry,Industry Sponsor #282,Coronary Artery Disease,
NCT100003540,Interventional,Phase 3,Completed,15,2016-10-22,2020-10-02,Other,Other Sponsor #16,Breast Cancer,1441
NCT100003541,Interventional,Phase 1,Terminated,52,2013-03-11,2013-12-04,Industry,Industry Sponsor #174,Asthma,268
NCT100003542,Interventional,Phase 1,Completed,65,2020-02-18,2021-07-03,Industry,Industry Sponsor #304,Schizophrenia,501
NCT100003543,Interventional,Phase 3,Completed,132,2015-07-29,2018-10-14,Industry,Industry Sponsor #201,Migraine,1173
NCT100003544,Interventional,Phase 1,Completed,200,2022-01-05,2024-01-11,Industry,Industry Sponsor #320,Type 2 Diabetes Mellitus,736
NCT100003545,Interventional,Phase 3,Unknown status,7,2016-09-23,,Other,Other Sponsor #216,Non-Small Cell Lung Cancer,
NCT100003546,Interventional,Phase 2,Recruiting,18,2012-01-27,,Industry,Industry Sponsor #196,Asthma,
NCT100003547,Interventional,Phase 2,Recruiting,107,2016-11-13,,Industry,Industry Sponsor #249,Hypertension,
NCT100003548,Interventional,Phase 1,"Active, not recruiting",19,2025-03-17,,Other,Other Sponsor #337,Asthma,
NCT100003549,Interventional,Phase 3,Completed,267,2023-04-13,2025-06-27,Industry,Industry Sponsor #10,Rheumatoid Arthritis,806
NCT100003550,Interventional,Phase 4,Completed,123,2024-01-25,2025-12-04,Industry,Industry Sponsor #94,Non-Small Cell Lung Cancer,679
NCT100003551,Interventional,Phase 2,Recruiting,31,2023-01-04,,Industry,Industry Sponsor #361,Schizophrenia,
NCT100003552,Interventional,Phase 2,Completed,23,2018-10-17,2021-01-19,Other,Other Sponsor #387,Chronic Kidney Disease,825
NCT100003553,Interventional,Phase 2,"Active, not recruiting",63,2022-06-21,,Other,Other Sponsor #158,Psoriasis,
NCT100003554,Interventional,Phase 1,Completed,6,2020-08-17,2023-01-09,Other,Other Sponsor #386,Migraine,875
NCT100003555,Interventional,Phase 3,Recruiting,116,2011-11-07,,Other,Other Sponsor #143,Alzheimer's Disease,
NCT100003556,Interventional,Phase 3,"Active, not recruiting",295,2022-08-01,,Industry,Industry Sponsor #262,Major Depressive Disorder,
NCT100003557,Interventional,Phase 2,Completed,74,2019-02-16,2021-03-01,Other,Other Sponsor #256,Psoriasis,744
NCT100003558,Interventional,Phase 1,Terminated,428,2018-11-12,2020-12-23,Other,Other Sponsor #102,Alzheimer's Disease,772
NCT100003559,Interventional,Phase 2,Terminated,7,2021-09-23,2022-03-19,Other,Other Sponsor #320,Obesity,177
NCT100003560,Interventional,Phase 1,Terminated,46,2020-06-04,2020-10-16,NIH,NIH Sponsor #249,Asthma,134
NCT100003561,Interventional,Phase 4,Completed,392,2012-03-20,2015-07-05,Industry,Industry Sponsor #95,Obesity,1202
NCT100003562,Interventional,Phase 2,Completed,97,2020-03-09,2024-08-14,Industry,Industry Sponsor #204,HIV Infections,1619
NCT100003563,Interventional,Phase 4,Completed,269,2019-04-28,2022-09-15,NIH,NIH Sponsor #97,Chronic Kidney Disease,1236
NCT100003564,Interventional,Phase 4,Terminated,29,2024-04-30,2025-04-15,Other,Other Sponsor #80,Schizophrenia,350
NCT100003565,Interventional,Phase 3,Completed,213,2023-02-21,2025-09-19,Other,Other Sponsor #165,Parkinson's Disease,941
NCT100003566,Interventional,Phase 2,Completed,80,2016-11-06,2019-07-27,Industry,Industry Sponsor #313,Obesity,993
NCT100003567,Interventional,Phase 1,Completed,68,2012-09-26,2014-08-24,Industry,Industry Sponsor #89,Non-Small Cell Lung Cancer,697
NCT100003568,Interventional,Phase 4,Completed,5,2016-09-26,2018-10-31,Other,Other Sponsor #103,Chronic Obstructive Pulmonary Disease,765
NCT100003569,Interventional,Phase 1,Completed,56,2014-11-04,2016-11-13,Industry,Industry Sponsor #3,Coronary Artery Disease,740
NCT100003570,Interventional,Phase 1,Recruiting,58,2022-04-09,,Other,Other Sponsor #205,Schizophrenia,
NCT100003571,Interventional,Phase 3,Unknown status,76,2024-08-11,,Other,Other Sponsor #157,Alzheimer's Disease,
NCT100003572,Interventional,Phase 4,Completed,44,2020-07-01,2025-06-19,Other,Other Sponsor #112,Breast Cancer,1814
NCT100003573,Interventional,Phase 1,Terminated,38,2013-03-23,2013-11-16,Other,Other Sponsor #78,Migraine,238
NCT100003574,Interventional,Phase 1,Terminated,23,2023-12-19,2024-07-27,NIH,NIH Sponsor #168,Chronic Kidney Disease,221
NCT100003575,Interventional,Phase 1,Unknown status,6,2016-02-24,,Other,Other Sponsor #70,Breast Cancer,
NCT100003576,Interventional,Phase 2,Withdrawn,162,2021-05-14,2022-05-05,Other,Other Sponsor #29,Alzheimer's Disease,356
NCT100003577,Interventional,Phase 2,Terminated,164,2021-11-02,2023-11-30,Industry,Industry Sponsor #249,Obesity,758
NCT100003578,Interventional,Phase 2,Completed,53,2018-08-24,2022-05-13,Other,Other Sponsor #292,Migraine,1358
NCT100003579,Interventional,Phase 2,Completed,176,2024-11-20,2026-08-16,Industry,Industry Sponsor #243,Alzheimer's Disease,634
NCT100003580,Interventional,Phase 2,Completed,72,2024-07-16,2025-12-31,Industry,Industry Sponsor #270,Multiple Sclerosis,533
NCT100003581,Interventional,Phase 4,Recruiting,52,2022-06-24,,Industry,Industry Sponsor #376,Coronary Artery Disease,
NCT100003582,Interventional,Phase 2,Completed,66,2014-05-06,2016-03-15,Other,Other Sponsor #132,Asthma,679
NCT100003583,Interventional,Phase 2,Withdrawn,35,2019-06-03,2020-01-16,Other,Other Sponsor #247,Multiple Sclerosis,227
NCT100003584,Interventional,Phase 1,Terminated,186,2017-04-07,2018-01-30,Industry,Industry Sponsor #101,Hypertension,298
NCT100003585,Interventional,Phase 4,Completed,132,2011-05-16,2014-01-15,Industry,Industry Sponsor #45,Asthma,975
NCT100003586,Interventional,Phase 1,Withdrawn,35,2011-01-24,2011-10-25,Industry,Industry Sponsor #299,Hypertension,274
NCT100003587,Interventional,Phase 2,Completed,11,2018-01-12,2021-01-26,Industry,Industry Sponsor #236,Coronary Artery Disease,1110
NCT100003588,Interventional,Phase 3,"Active, not recruiting",61,2012-07-18,,Other,Other Sponsor #159,HIV Infections,
NCT100003589,Interventional,Phase 2,Recruiting,42,2013-07-20,,NIH,NIH Sponsor #253,HIV Infections,
NCT100003590,Interventional,Phase 3,"Active, not recruiting",20,2013-02-23,,Industry,Industry Sponsor #397,Hypertension,
NCT100003591,Interventional,Phase 4,Withdrawn,37,2013-08-22,2014-07-07,Other,Other Sponsor #241,Hypertension,319
NCT100003592,Interventional,Phase 3,Recruiting,34,2017-09-06,,NIH,NIH Sponsor #323,Migraine,
NCT100003593,Interventional,Phase 3,Completed,77,2020-12-18,2023-05-16,Other,Other Sponsor #356,Asthma,879
NCT100003594,Interventional,Phase 4,Completed,9,2025-04-04,2025-12-31,NIH,NIH Sponsor #181,Non-Small Cell Lung Cancer,271
NCT100003595,Interventional,Phase 1,Terminated,9,2014-01-11,2014-11-30,Other,Other Sponsor #182,Psoriasis,323
NCT100003596,Interventional,Phase 2,Recruiting,182,2016-02-02,,Other,Other Sponsor #49,HIV Infections,
NCT100003597,Interventional,Phase 1,Withdrawn,229,2021-09-29,2022-07-25,Other,Other Sponsor #343,Schizophrenia,299
NCT100003598,Interventional,Phase 3,Completed,5,2022-06-17,2024-04-11,Other,Other Sponsor #252,Breast Cancer,664
NCT100003599,Interventional,Phase 2,"Active, not recruiting",5,2013-04-25,,NIH,NIH Sponsor #7,Multiple Sclerosis,
NCT100003600,Interventional,Phase 1,Completed,24,2024-03-05,2026-06-11,Industry,Industry Sponsor #390,Migraine,828
NCT100003601,Interventional,Phase 1,Terminated,306,2015-10-18,2016-10-24,Industry,Industry Sponsor #349,Chronic Kidney Disease,372
NCT100003602,Interventional,Phase 2,Unknown status,2313,2024-09-16,,Industry,Industry Sponsor #375,Ulcerative Colitis,
NCT100003603,Interventional,Phase 2,Terminated,28,2018-04-01,2019-08-06,Other,Other Sponsor #351,Breast Cancer,492
NCT100003604,Interventional,Phase 2,Completed,195,2018-12-30,2020-03-16,Industry,Industry Sponsor #312,Hypertension,442
NCT100003605,Interventional,Phase 2,Terminated,377,2017-03-20,2017-08-13,Industry,Industry Sponsor #105,Multiple Sclerosis,146
NCT100003606,Interventional,Phase 1,Completed,173,2013-09-16,2016-01-17,Industry,Industry Sponsor #240,Breast Cancer,853
NCT100003607,Interventional,Phase 2,Completed,84,2019-06-01,2021-07-16,Industry,Industry Sponsor #394,Parkinson's Disease,776
NCT100003608,Interventional,Phase 2,Terminated,65,2015-07-09,2016-01-12,Other,Other Sponsor #22,Type 2 Diabetes Mellitus,187
NCT100003609,Interventional,Phase 4,Terminated,427,2021-11-22,2023-04-20,Other,Other Sponsor #315,Coronary Artery Disease,514
NCT100003610,Interventional,Phase 4,Completed,66,2013-04-17,2016-01-28,Industry,Industry Sponsor #75,Chronic Kidney Disease,1016
NCT100003611,Interventional,Phase 1,Terminated,84,2024-02-10,2024-08-12,Industry,Industry Sponsor #288,Asthma,184
NCT100003612,Interventional,Phase 3,Terminated,47,2014-03-23,2015-01-12,Industry,Industry Sponsor #58,Chronic Kidney Disease,295
NCT100003613,Interventional,Phase 1,"Active, not recruiting",5,2024-10-27,,Other,Other Sponsor #345,Rheumatoid Arthritis,
NCT100003614,Interventional,Phase 1,Recruiting,96,2011-10-12,,Other,Other Sponsor #244,Non-Small Cell Lung Cancer,
NCT100003615,Interventional,Phase 2,Completed,1234,2013-07-30,2017-02-19,Industry,Industry Sponsor #358,Type 2 Diabetes Mellitus,1300
NCT100003616,Interventional,Phase 4,Completed,415,2024-11-14,2026-12-14,Other,Other Sponsor #385,Chronic Kidney Disease,760
NCT100003617,Interventional,Phase 3,Terminated,11,2024-06-28,2025-05-02,Other,Other Sponsor #374,Non-Small Cell Lung Cancer,308
NCT100003618,Interventional,Phase 2,Recruiting,33,2013-09-23,,Other,Other Sponsor #209,Obesity,
NCT100003619,Interventional,Phase 1,Recruiting,14,2012-02-29,,Industry,Industry Sponsor #193,Psoriasis,
NCT100003620,Interventional,Phase 1,Recruiting,97,2022-09-12,,Industry,Industry Sponsor #155,Psoriasis,
NCT100003621,Interventional,Phase 2,Completed,32,2022-09-30,2025-04-21,NIH,NIH Sponsor #111,Ulcerative Colitis,934
NCT100003622,Interventional,Phase 2,Completed,61,2019-06-21,2022-07-20,Other,Other Sponsor #22,Alzheimer's Disease,1125
NCT100003623,Interventional,Phase 2,Completed,86,2022-04-06,2023-10-03,Industry,Industry Sponsor #375,Hypertension,545
NCT100003624,Interventional,Phase 3,Recruiting,170,2022-06-15,,Industry,Industry Sponsor #320,Major Depressive Disorder,
NCT100003625,Interventional,Phase 1,Completed,91,2012-01-29,2015-06-11,Industry,Industry Sponsor #61,Type 2 Diabetes Mellitus,1229
NCT100003626,Interventional,Phase 1,Terminated,392,2012-05-28,2012-11-08,Industry,Industry Sponsor #174,Chronic Obstructive Pulmonary Disease,164
NCT100003627,Interventional,Phase 3,Completed,124,2020-10-03,2022-10-05,Industry,Industry Sponsor #240,Psoriasis,732
NCT100003628,Interventional,Phase 3,"Active, not recruiting",160,2018-11-30,,NIH,NIH Sponsor #201,Schizophrenia,
NCT100003629,Interventional,Phase 3,Completed,143,2020-09-25,2023-05-26,Industry,Industry Sponsor #238,Parkinson's Disease,973
NCT100003630,Interventional,Phase 4,Completed,38,2024-09-21,2025-12-31,Other,Other Sponsor #140,Osteoarthritis,466
NCT100003631,Interventional,Phase 2,Unknown status,57,2024-09-01,,Other,Other Sponsor #145,Multiple Sclerosis,
NCT100003632,Interventional,Phase 2,Completed,70,2020-07-24,2022-07-09,Industry,Industry Sponsor #288,Migraine,715
NCT100003633,Interventional,Phase 2,Completed,76,2018-03-31,2019-12-30,Industry,Industry Sponsor #109,Coronary Artery Disease,639
NCT100003634,Interventional,Phase 3,Completed,70,2020-10-03,2022-03-28,Industry,Industry Sponsor #86,Psoriasis,541
NCT100003635,Interventional,Phase 1,Terminated,28,2014-11-26,2016-02-03,Industry,Industry Sponsor #162,Chronic Kidney Disease,434
NCT100003636,Interventional,Phase 1,Completed,50,2021-09-20,2022-09-18,Other,Other Sponsor #216,Coronary Artery Disease,363
NCT100003637,Interventional,Phase 2,Completed,47,2019-03-02,2020-12-10,Industry,Industry Sponsor #328,Obesity,649
NCT100003638,Interventional,Phase 4,Completed,10,2017-06-23,2020-12-19,Industry,Industry Sponsor #181,Hypertension,1275
NCT100003639,Interventional,Phase 2,Completed,24,2021-01-01,2023-11-25,Industry,Industry Sponsor #102,Hypertension,1058
NCT100003640,Interventional,Phase 1,Unknown status,26,2015-03-07,,Other,Other Sponsor #217,Major Depressive Disorder,
NCT100003641,Interventional,Phase 2,Completed,25,2021-05-13,2023-03-18,Industry,Industry Sponsor #293,Rheumatoid Arthritis,674
NCT100003642,Interventional,Phase 1,Completed,166,2014-06-01,2016-01-02,Industry,Industry Sponsor #303,HIV Infections,580
NCT100003643,Interventional,Phase 2,Completed,13,2023-02-13,2025-05-14,Industry,Industry Sponsor #136,Psoriasis,821
NCT100003644,Interventional,Phase 1,Recruiting,75,2023-08-24,,Other,Other Sponsor #240,Multiple Sclerosis,
NCT100003645,Interventional,Phase 3,Unknown status,22,2015-04-27,,Industry,Industry Sponsor #41,Ulcerative Colitis,
NCT100003646,Interventional,Phase 2,Recruiting,259,2014-09-16,,Industry,Industry Sponsor #154,Chronic Kidney Disease,
NCT100003647,Interventional,Phase 1,"Active, not recruiting",16,2021-12-29,,Industry,Industry Sponsor #284,Multiple Sclerosis,
NCT100003648,Interventional,Phase 3,Terminated,64,2014-03-29,2016-02-15,Industry,Industry Sponsor #287,Migraine,688
NCT100003649,Interventional,Phase 4,Completed,27,2020-10-19,2023-07-12,Industry,Industry Sponsor #396,Alzheimer's Disease,996
NCT100003650,Interventional,Phase 4,"Active, not recruiting",92,2023-11-25,,Other,Other Sponsor #375,Non-Small Cell Lung Cancer,
NCT100003651,Interventional,Phase 1,Withdrawn,227,2012-04-06,2014-08-04,Industry,Industry Sponsor #289,Breast Cancer,850
NCT100003652,Interventional,Phase 2,Completed,54,2013-09-14,2016-01-08,Industry,Industry Sponsor #98,Rheumatoid Arthritis,846
NCT100003653,Interventional,Phase 1,Completed,57,2011-01-01,2014-11-13,Other,Other Sponsor #208,Type 2 Diabetes Mellitus,1412
NCT100003654,Interventional,Phase 1,Completed,343,2020-08-24,2022-07-26,NIH,NIH Sponsor #123,Chronic Kidney Disease,701
NCT100003655,Interventional,Phase 2,Withdrawn,17,2014-06-21,2014-11-23,Other,Other Sponsor #133,Parkinson's Disease,155
NCT100003656,Interventional,Phase 4,Recruiting,63,2014-08-22,,Other,Other Sponsor #115,Multiple Sclerosis,
NCT100003657,Interventional,Phase 1,Completed,51,2019-08-27,2021-06-08,Industry,Industry Sponsor #295,Breast Cancer,651
NCT100003658,Interventional,Phase 1,Completed,14,2023-10-26,2025-12-20,NIH,NIH Sponsor #90,Coronary Artery Disease,786
NCT100003659,Interventional,Phase 1,Terminated,25,2014-11-14,2015-08-18,Other,Other Sponsor #37,Ulcerative Colitis,277
NCT100003660,Interventional,Phase 4,Terminated,56,2018-09-10,2019-04-27,Industry,Industry Sponsor #170,Hypertension,229
NCT100003661,Interventional,Phase 3,Completed,188,2017-01-04,2020-06-22,Other,Other Sponsor #200,HIV Infections,1265
NCT100003662,Interventional,Phase 2,Withdrawn,31,2020-12-27,2022-04-13,NIH,NIH Sponsor #36,Alzheimer's Disease,472
NCT100003663,Interventional,Phase 1,"Active, not recruiting",166,2020-11-02,,Industry,Industry Sponsor #146,Chronic Obstructive Pulmonary Disease,
NCT100003664,Interventional,Phase 3,Terminated,432,2013-09-14,2014-09-19,Industry,Industry Sponsor #399,Rheumatoid Arthritis,370
NCT100003665,Interventional,Phase 2,Completed,371,2015-08-20,2017-08-06,Industry,Industry Sponsor #39,Ulcerative Colitis,717
NCT100003666,Interventional,Phase 3,Completed,37,2023-10-25,2026-11-09,Industry,Industry Sponsor #153,Breast Cancer,1111
NCT100003667,Interventional,Phase 1,Completed,96,2012-03-30,2013-10-13,NIH,NIH Sponsor #194,Multiple Sclerosis,562
NCT100003668,Interventional,Phase 1,Completed,134,2023-09-19,2025-12-31,Industry,Industry Sponsor #323,Type 2 Diabetes Mellitus,834
NCT100003669,Interventional,Phase 3,Completed,56,2019-01-05,2021-07-12,Other,Other Sponsor #28,Parkinson's Disease,919
NCT100003670,Interventional,Phase 1,"Active, not recruiting",83,2025-01-17,,Other,Other Sponsor #243,Psoriasis,
NCT100003671,Interventional,Phase 1,Completed,31,2012-03-27,2015-03-18,Industry,Industry Sponsor #292,Obesity,1086
NCT100003672,Interventional,Phase 3,Completed,420,2015-01-13,2016-07-27,Industry,Industry Sponsor #261,Psoriasis,561
NCT100003673,Interventional,Phase 4,Unknown status,71,2016-04-03,,Other,Other Sponsor #374,Osteoarthritis,
NCT100003674,Interventional,Phase 2,Completed,31,2017-04-23,2020-10-06,Industry,Industry Sponsor #301,Ulcerative Colitis,1262
NCT100003675,Interventional,Phase 4,Withdrawn,83,2021-03-10,2022-02-22,Other,Other Sponsor #293,Osteoarthritis,349
NCT100003676,Interventional,Phase 3,Terminated,87,2020-02-10,2020-11-15,Other,Other Sponsor #40,Ulcerative Colitis,279
NCT100003677,Interventional,Phase 2,Withdrawn,731,2015-03-07,2015-11-03,NIH,NIH Sponsor #162,Breast Cancer,241
NCT100003678,Interventional,Phase 2,Completed,53,2020-01-19,2022-05-24,Other,Other Sponsor #214,Obesity,856
NCT100003679,Interventional,Phase 1,Completed,255,2011-11-23,2014-01-10,Industry,Industry Sponsor #303,Chronic Kidney Disease,779
NCT100003680,Interventional,Phase 1,Recruiting,1119,2020-08-08,,Industry,Industry Sponsor #300,Migraine,
NCT100003681,Interventional,Phase 3,Completed,406,2022-09-29,2025-05-05,Other,Other Sponsor #148,Multiple Sclerosis,949
NCT100003682,Interventional,Phase 1,Recruiting,111,2025-05-08,,Industry,Industry Sponsor #94,Obesity,
NCT100003683,Interventional,Phase 1,Terminated,105,2020-09-21,2022-03-14,Industry,Industry Sponsor #272,Coronary Artery Disease,539
NCT100003684,Interventional,Phase 2,Unknown status,23,2024-10-14,,Other,Other Sponsor #83,HIV Infections,
NCT100003685,Interventional,Phase 3,Completed,55,2014-01-23,2016-07-14,Other,Other Sponsor #263,Ulcerative Colitis,903
NCT100003686,Interventional,Phase 4,Completed,357,2015-09-15,2017-10-16,Industry,Industry Sponsor #330,Parkinson's Disease,762
NCT100003687,Interventional,Phase 1,Unknown status,122,2012-11-23,,Other,Other Sponsor #149,Ulcerative Colitis,
NCT100003688,Interventional,Phase 1,Unknown status,19,2013-05-18,,Other,Other Sponsor #103,Non-Small Cell Lung Cancer,
NCT100003689,Interventional,Phase 3,Completed,826,2019-05-10,2022-01-17,Industry,Industry Sponsor #295,Non-Small Cell Lung Cancer,983
NCT100003690,Interventional,Phase 2,Completed,80,2021-10-31,2024-03-23,Other,Other Sponsor #220,Schizophrenia,874
NCT100003691,Interventional,Phase 2,Completed,10,2025-02-03,2025-12-31,Other,Other Sponsor #348,Breast Cancer,331
NCT100003692,Interventional,Phase 3,Completed,275,2015-03-24,2017-04-02,Other,Other Sponsor #104,Major Depressive Disorder,740
NCT100003693,Interventional,Phase 1,Terminated,17,2025-04-15,2025-08-13,Industry,Industry Sponsor #73,Chronic Kidney Disease,120
NCT100003694,Interventional,Phase 2,Completed,155,2011-02-22,2013-02-04,Industry,Industry Sponsor #183,HIV Infections,713
NCT100003695,Interventional,Phase 4,Terminated,65,2019-07-17,2020-02-04,Industry,Industry Sponsor #268,Multiple Sclerosis,202
NCT100003696,Interventional,Phase 4,Unknown status,111,2017-03-24,,Industry,Industry Sponsor #89,Obesity,
NCT100003697,Interventional,Phase 1,Completed,140,2013-01-11,2015-07-09,Industry,Industry Sponsor #229,Obesity,909
NCT100003698,Interventional,Phase 3,Completed,73,2013-01-01,2014-05-14,Other,Other Sponsor #30,Obesity,498
NCT100003699,Interventional,Phase 2,Completed,172,2015-01-06,2016-07-08,Industry,Industry Sponsor #90,Coronary Artery Disease,549
NCT100003700,Interventional,Phase 1,Withdrawn,211,2025-03-22,2025-08-17,Industry,Industry Sponsor #152,Chronic Obstructive Pulmonary Disease,148
NCT100003701,Interventional,Phase 1,Terminated,43,2019-05-14,2019-11-15,Industry,Industry Sponsor #219,Alzheimer's Disease,185
NCT100003702,Interventional,Phase 3,"Active, not recruiting",134,2012-01-07,,Other,Other Sponsor #374,Breast Cancer,
NCT100003703,Interventional,Phase 4,Completed,68,2017-04-01,2019-06-10,Industry,Industry Sponsor #319,Non-Small Cell Lung Cancer,800
NCT100003704,Interventional,Phase 1,Withdrawn,49,2013-02-11,2013-10-05,Industry,Industry Sponsor #32,Multiple Sclerosis,236
NCT100003705,Interventional,Phase 3,Recruiting,142,2012-05-29,,Industry,Industry Sponsor #115,Schizophrenia,
NCT100003706,Interventional,Phase 3,Completed,39,2014-07-01,2016-01-13,Industry,Industry Sponsor #138,Breast Cancer,561
NCT100003707,Interventional,Phase 3,Recruiting,38,2011-07-11,,Other,Other Sponsor #244,Osteoarthritis,
NCT100003708,Interventional,Phase 4,Completed,32,2012-10-15,2014-04-14,Industry,Industry Sponsor #79,Major Depressive Disorder,546
NCT100003709,Interventional,Phase 1,Completed,99,2013-03-09,2016-05-24,Industry,Industry Sponsor #7,Type 2 Diabetes Mellitus,1172
NCT100003710,Interventional,Phase 2,Recruiting,181,2025-01-02,,Industry,Industry Sponsor #385,Coronary Artery Disease,
NCT100003711,Interventional,Phase 4,Completed,80,2018-09-08,2021-01-02,Industry,Industry Sponsor #328,Alzheimer's Disease,847
NCT100003712,Interventional,Phase 1,Completed,72,2019-02-05,2022-03-31,Industry,Industry Sponsor #322,Type 2 Diabetes Mellitus,1150
NCT100003713,Interventional,Phase 3,Completed,83,2021-01-18,2022-11-14,Industry,Industry Sponsor #316,Rheumatoid Arthritis,665
NCT100003714,Interventional,Phase 3,Completed,333,2013-05-03,2015-10-23,Other,Other Sponsor #120,Psoriasis,903
NCT100003715,Interventional,Phase 2,"Active, not recruiting",148,2014-06-19,,Industry,Industry Sponsor #9,Coronary Artery Disease,
NCT100003716,Interventional,Phase 1,Terminated,41,2018-09-12,2019-08-01,Industry,Industry Sponsor #226,Parkinson's Disease,323
NCT100003717,Interventional,Phase 2,Terminated,131,2021-12-29,2023-07-14,Industry,Industry Sponsor #59,Hypertension,562
NCT100003718,Interventional,Phase 4,Unknown status,43,2012-06-05,,Other,Other Sponsor #352,Asthma,
NCT100003719,Interventional,Phase 1,Recruiting,21,2025-08-05,,Industry,Industry Sponsor #67,Multiple Sclerosis,
NCT100003720,Interventional,Phase 4,Recruiting,524,2012-11-15,,Other,Other Sponsor #142,Obesity,
NCT100003721,Interventional,Phase 1,Completed,23,2020-12-13,2023-03-23,Other,Other Sponsor #220,Psoriasis,830
